Step,dqn_gnn_noas_ts_100k,dqn_gnn_noas_bounds_ts_100k,dqn_mlp_as_ts_100k,dqn_mlp_noas_nobounds_no_feat_extr_ts_100k,dqn_mlp_noas_nobounds_ts_100k,dqn_mlp_noas_ts_100k,Step_for_mn,dqn_mlp_as_ts_1mn
38880,-39.6523742675781,-38.6661224365234,-8.89412307739258,-8.99950885772705,-8.0487174987793,-9.88767433166504,242976,-7.90827798843384
38976,-39.6665878295898,-38.6558074951172,-9.02739238739014,-8.99214553833008,-8.14787101745606,-9.92731475830078,243744,-7.99356698989868
39072,-39.7358856201172,-38.7208976745606,-8.91756725311279,-8.86026477813721,-8.24315452575684,-9.99770641326904,246336,-8.3104305267334
39168,-39.5212554931641,-38.509880065918,-9.03546142578125,-8.84224033355713,-8.10948848724365,-10.0841417312622,246432,-8.41154003143311
39264,-39.3321418762207,-38.6787986755371,-9.1256275177002,-8.88911628723145,-8.31609439849854,-9.67226219177246,247488,-8.34610080718994
39360,-39.5611038208008,-38.8493843078613,-9.0214729309082,-8.91512298583984,-8.62126159667969,-9.71983051300049,247584,-8.66556072235107
39456,-39.574275970459,-39.1601524353027,-9.00551319122315,-9.0033597946167,-8.86020088195801,-9.45064830780029,248544,-8.38661670684815
39552,-39.4535598754883,-39.0014495849609,-8.97421836853027,-9.05449771881104,-8.88493251800537,-8.80247402191162,248640,-8.26644039154053
39648,-39.6432647705078,-38.9608459472656,-8.91688919067383,-9.06077766418457,-8.92087841033936,-8.80356407165527,248928,-8.06610488891602
39744,-39.5563201904297,-38.9733276367188,-8.81808567047119,-9.0869665145874,-8.80893993377686,-8.79160976409912,249600,-7.86786603927612
39840,-39.6426200866699,-38.8577499389648,-8.73376178741455,-8.94114398956299,-8.80720901489258,-8.42957305908203,250272,-7.50222158432007
39936,-39.6142616271973,-38.8328437805176,-8.90048503875732,-8.92837333679199,-8.81175041198731,-8.39768028259277,251520,-7.96842908859253
40032,-39.4585838317871,-38.8303565979004,-9.1165657043457,-9.02951526641846,-8.88903999328613,-8.53793144226074,252288,-8.56402683258057
40128,-39.5137977600098,-38.9110641479492,-9.49918174743652,-9.97139358520508,-9.50253486633301,-8.38309097290039,252384,-8.50359916687012
40224,-39.3302268981934,-38.8505516052246,-9.40800666809082,-10.3321647644043,-9.91521167755127,-8.39252662658691,253056,-8.84951114654541
40320,-39.3067779541016,-38.7080421447754,-9.44185256958008,-10.7833290100098,-10.4443788528442,-8.7836503982544,253344,-8.49514198303223
40416,-39.3042488098145,-38.5933494567871,-9.80186557769775,-10.8119382858276,-10.8414573669434,-8.67356014251709,253440,-8.51322555541992
40512,-39.259033203125,-38.7786140441895,-10.0829305648804,-10.8919057846069,-11.824857711792,-9.11318397521973,253536,-8.46130466461182
40608,-39.3335838317871,-38.795524597168,-10.2058067321777,-11.3531093597412,-12.1544160842896,-9.07684516906738,253824,-8.70667743682861
40704,-39.362117767334,-38.8429107666016,-10.9260520935059,-12.1935129165649,-12.9954271316528,-9.1400203704834,255648,-8.42719841003418
40800,-39.4296417236328,-38.7501983642578,-11.0772228240967,-12.4718770980835,-13.4431133270264,-9.18521499633789,256416,-8.30473327636719
40896,-39.3761177062988,-38.7268028259277,-11.599871635437,-12.6839056015015,-14.2717437744141,-9.6217155456543,256512,-8.25822353363037
40992,-39.2756233215332,-38.8845367431641,-12.2232847213745,-13.9666090011597,-14.9588575363159,-9.68069839477539,256800,-8.05522537231445
41088,-39.1918296813965,-39.194709777832,-12.4372186660767,-14.2589836120605,-15.78821849823,-9.73043441772461,257472,-8.00753116607666
41184,-39.3711967468262,-39.1710205078125,-12.6752376556396,-14.5018358230591,-16.2958526611328,-9.97531986236572,257760,-8.20617485046387
41280,-39.2534675598145,-39.3328666687012,-12.8531293869019,-14.9778671264648,-16.9625492095947,-10.1181154251099,257952,-8.20648097991943
41376,-39.1521873474121,-39.3951110839844,-13.0014247894287,-15.071569442749,-17.5024890899658,-10.7756996154785,258240,-8.20903015136719
41472,-38.9705467224121,-39.5069389343262,-13.2359170913696,-14.9622602462769,-18.1358165740967,-10.9526147842407,258624,-8.24840068817139
41568,-38.9851264953613,-39.4496841430664,-14.5808820724487,-14.9514236450195,-19.1093883514404,-12.6409778594971,259488,-8.61104869842529
41664,-39.0912551879883,-39.4060020446777,-15.6821556091309,-14.997200012207,-19.6276073455811,-12.7821054458618,260064,-8.42884635925293
41760,-38.9873695373535,-39.3238487243652,-17.2931747436523,-15.2323694229126,-19.4465789794922,-12.7415714263916,260544,-8.54148578643799
41856,-38.9997406005859,-39.1244468688965,-18.0698261260986,-15.8205137252808,-19.3237590789795,-12.7845325469971,260928,-8.53381443023682
41952,-39.2062683105469,-39.1385269165039,-18.1116847991943,-16.0965309143066,-19.564811706543,-12.8757619857788,261120,-8.51468372344971
42048,-39.2060356140137,-39.2560806274414,-18.731029510498,-16.5619029998779,-19.6272506713867,-12.8490552902222,262080,-8.58148765563965
42144,-39.1268768310547,-39.2722129821777,-19.5134296417236,-16.5441875457764,-19.8302154541016,-13.1673774719238,262176,-8.66036224365234
42240,-38.939826965332,-39.415958404541,-20.0897846221924,-16.7426147460938,-19.9761695861816,-13.6157274246216,262560,-8.78119373321533
42336,-38.9088401794434,-39.3732147216797,-20.7645854949951,-16.881893157959,-20.2244644165039,-13.6928653717041,263040,-8.92076206207275
42432,-38.9572982788086,-39.4794044494629,-21.87158203125,-16.9484443664551,-20.1723175048828,-13.6800336837769,263136,-8.87873649597168
42528,-39.0487937927246,-39.443660736084,-21.3953762054443,-16.7672252655029,-19.8913116455078,-14.4153385162354,263232,-8.55757713317871
42624,-39.1030120849609,-39.2470321655273,-21.273645401001,-17.6172275543213,-19.5529842376709,-14.9009342193604,263520,-8.52056407928467
42720,-38.9355316162109,-39.2153472900391,-21.1782722473145,-17.0442733764648,-19.1257820129395,-14.8562545776367,264384,-8.7290678024292
42816,-38.9037857055664,-39.3383369445801,-21.0497913360596,-16.7589797973633,-18.7452354431152,-15.1260461807251,264480,-8.86128520965576
42912,-38.8807106018066,-39.3491859436035,-20.943058013916,-16.8100337982178,-18.1385612487793,-14.8147096633911,264576,-8.64697265625
43008,-38.9473838806152,-39.3738212585449,-21.2368125915527,-16.4931831359863,-17.9607677459717,-14.9414052963257,265056,-8.68694305419922
43104,-38.7202796936035,-39.4322052001953,-20.7391929626465,-15.6336069107056,-17.1700801849365,-15.358099937439,265536,-8.62449073791504
43200,-38.5975456237793,-39.4463729858398,-20.5128631591797,-15.4219617843628,-17.0439319610596,-15.5750198364258,265824,-8.71924877166748
43296,-38.5688705444336,-39.4019050598145,-20.4019260406494,-15.3605947494507,-16.3034820556641,-15.2244758605957,266112,-9.13345623016357
43392,-38.5148391723633,-39.2164268493652,-20.3756847381592,-14.2785663604736,-15.6714382171631,-15.311164855957,266304,-8.92985248565674
43488,-38.474494934082,-39.1885681152344,-20.5892963409424,-14.0196762084961,-14.8509492874146,-15.4115257263184,266496,-8.87463188171387
43584,-38.5580101013184,-39.1966133117676,-20.6877632141113,-14.0088787078857,-14.4820547103882,-15.3118925094605,266784,-8.88345527648926
43680,-38.707576751709,-38.8643226623535,-21.0133380889893,-13.6036624908447,-13.8712673187256,-15.5783529281616,267456,-8.44232368469238
43776,-38.9421768188477,-38.9048004150391,-21.2060852050781,-13.4636926651001,-13.468638420105,-15.8392992019653,268608,-8.64591884613037
43872,-39.1266632080078,-38.7630348205566,-22.1865005493164,-13.6729488372803,-12.8161716461182,-17.156551361084,268800,-8.60977745056152
44064,-39.1541519165039,-38.9948921203613,-21.6390590667725,-13.5003852844238,-11.1747226715088,-17.189962387085,270048,-8.27946662902832
44160,-38.9098205566406,-38.9835815429688,-20.2784976959229,-13.2897491455078,-11.1526489257813,-17.3496837615967,271200,-8.43616485595703
44256,-39.030403137207,-39.0620193481445,-19.9795169830322,-12.5649766921997,-11.2199792861938,-17.3879814147949,272160,-8.36664199829102
44352,-38.8535346984863,-38.9813346862793,-20.0639724731445,-12.2952280044556,-11.099702835083,-17.6462955474854,272544,-8.5883846282959
44448,-38.6417045593262,-39.0484161376953,-19.5588417053223,-11.9647159576416,-10.9756946563721,-17.7452793121338,273120,-8.38762092590332
44544,-38.7092323303223,-39.0192108154297,-19.2041301727295,-12.1468486785889,-10.8548555374146,-17.5124244689941,273792,-8.3957691192627
44640,-38.7236785888672,-38.7094841003418,-18.8550224304199,-12.1534280776978,-10.6911001205444,-17.1216163635254,273888,-8.41186904907227
44736,-38.9488067626953,-38.7557830810547,-18.3360385894775,-12.2753067016602,-10.6645975112915,-17.2253837585449,274752,-8.52549266815186
44832,-38.9305534362793,-38.6875228881836,-17.3595066070557,-12.3055124282837,-10.6529188156128,-17.2562522888184,274848,-8.510498046875
44928,-39.012825012207,-38.7243614196777,-17.7519969940186,-11.5329341888428,-10.4295492172241,-16.3844203948975,276672,-7.92124795913696
45024,-38.9978866577148,-39.0462493896484,-17.9920806884766,-10.4939365386963,-10.3152809143066,-16.0889854431152,276768,-7.77125930786133
45120,-39.1055374145508,-39.0185508728027,-18.2465381622314,-10.7421722412109,-10.2501945495605,-16.1674709320068,277632,-7.66763162612915
45216,-39.2302169799805,-38.9625930786133,-18.5876693725586,-10.7555112838745,-10.1339797973633,-16.0427093505859,277824,-7.75264167785645
45312,-39.1464576721191,-38.826099395752,-18.4861106872559,-10.602499961853,-9.71854305267334,-16.6581268310547,279552,-8.19869995117188
45408,-39.009708404541,-38.9187698364258,-18.2153053283691,-10.4363460540771,-9.58928775787354,-16.6816234588623,279936,-8.42782688140869
45504,-38.8919334411621,-38.844295501709,-18.0156078338623,-10.5501222610474,-9.43002033233643,-16.4132442474365,280224,-8.79839324951172
45600,-38.7608489990234,-38.9894866943359,-18.0245914459229,-10.463755607605,-9.09214210510254,-16.3827610015869,280512,-8.88606357574463
45696,-38.6681442260742,-39.1203422546387,-17.5624561309814,-10.4101896286011,-8.96625423431397,-16.856840133667,280800,-8.52825260162354
45888,-38.8740882873535,-39.203914642334,-17.1745090484619,-10.1743221282959,-8.9104175567627,-17.0447597503662,281376,-8.96101570129395
45984,-39.1123428344727,-39.2921409606934,-17.6317043304443,-9.88851165771484,-8.80283927917481,-17.5795497894287,281760,-8.88565731048584
46080,-39.0612182617188,-39.437931060791,-17.7176990509033,-9.89885330200195,-8.69696807861328,-17.6509838104248,281856,-8.94302940368652
46176,-38.8199310302734,-39.3370666503906,-17.8963260650635,-10.0089178085327,-8.57547950744629,-17.2533493041992,283488,-8.83612823486328
46272,-38.7609519958496,-39.514778137207,-16.7014293670654,-9.75769329071045,-8.44854354858398,-15.7680349349976,283776,-8.63046264648438
46368,-38.6925773620606,-39.4081192016602,-15.2690029144287,-9.66444683074951,-8.6685962677002,-14.5232028961182,284448,-8.58692264556885
46464,-38.7240791320801,-39.1989250183106,-14.6261501312256,-9.55564975738525,-8.50315189361572,-14.227352142334,284736,-8.58075904846191
46560,-38.7718544006348,-39.1778259277344,-14.4574966430664,-9.5482292175293,-8.47641754150391,-14.0394449234009,284928,-8.41764831542969
46656,-39.0413551330566,-39.3170280456543,-13.9742279052734,-9.50516796112061,-8.29367065429688,-13.959659576416,285504,-8.35867023468018
46752,-39.1063537597656,-39.4700088500977,-13.9951839447021,-9.56456184387207,-8.28892326354981,-13.5856294631958,286560,-8.8654088973999
46848,-39.3391571044922,-39.5294799804688,-13.9403963088989,-9.65887260437012,-8.35614490509033,-13.7409019470215,286752,-9.00237464904785
46944,-39.3151702880859,-39.5892143249512,-13.5481023788452,-9.38857841491699,-8.2366304397583,-13.5705137252808,287712,-9.05476760864258
47040,-39.1933097839356,-39.9326629638672,-13.2898149490356,-9.32108497619629,-8.32048416137695,-13.5663919448853,288000,-8.41777229309082
47136,-39.3524780273438,-39.9877052307129,-13.0411605834961,-9.2231912612915,-8.17034435272217,-13.571533203125,288288,-8.54919338226318
47232,-39.2609558105469,-40.1113052368164,-12.8941020965576,-8.99001693725586,-8.27064418792725,-13.521580696106,289056,-9.10411262512207
47424,-39.2225761413574,-39.7787437438965,-12.4604215621948,-8.72905158996582,-8.23988437652588,-13.2992763519287,289920,-9.32494735717773
47520,-39.0647850036621,-39.7898712158203,-12.3125343322754,-8.51339149475098,-8.27831554412842,-13.116997718811,291360,-8.87265110015869
47616,-38.9288291931152,-39.6863517761231,-11.8252048492432,-8.59177494049072,-8.232834815979,-13.0290260314941,292608,-8.4362850189209
47712,-38.9981689453125,-39.6553611755371,-11.8251829147339,-8.66350078582764,-8.27147579193115,-12.3438720703125,294432,-8.63922119140625
47808,-39.1376495361328,-39.5986671447754,-11.9962186813355,-8.71904468536377,-8.11632633209229,-12.185564994812,294720,-8.63231658935547
47904,-39.0944175720215,-39.7959938049316,-12.143256187439,-8.70905113220215,-8.17209243774414,-12.0457057952881,296064,-9.13354587554932
48000,-39.098331451416,-39.6591110229492,-11.9387722015381,-8.8013916015625,-8.08420181274414,-11.7974004745483,296160,-9.09485626220703
48096,-39.0153846740723,-39.4484939575195,-12.0381603240967,-8.7410478591919,-8.11480522155762,-11.3014011383057,296736,-8.8618745803833
48192,-39.3227844238281,-39.407901763916,-11.81529712677,-8.77793598175049,-8.08126640319824,-11.4048862457275,297312,-9.04603958129883
48288,-39.459041595459,-39.2892723083496,-11.6385231018066,-8.80048084259033,-8.28728580474854,-11.0390596389771,297984,-9.25197219848633
48384,-39.22705078125,-39.3419609069824,-10.9965839385986,-8.85301017761231,-8.25144958496094,-10.3565082550049,298080,-9.18720626831055
48480,-39.2177810668945,-39.3492088317871,-10.4134645462036,-8.75101375579834,-8.29368019104004,-9.88003253936768,298176,-9.10009574890137
48672,-39.3058547973633,-39.3679618835449,-9.80070400238037,-8.72385120391846,-8.41737747192383,-9.51374053955078,298368,-8.74968528747559
48768,-39.2584419250488,-39.3197402954102,-9.93101406097412,-8.97173500061035,-8.3123083114624,-9.72287940979004,298752,-8.96966648101807
48864,-39.4146118164063,-39.4242515563965,-9.74812507629395,-9.03122329711914,-8.54010772705078,-9.69499778747559,299136,-9.12526512145996
48960,-39.4763069152832,-39.4204902648926,-9.68636798858643,-9.18742370605469,-8.54207801818848,-9.55877685546875,299520,-9.1098108291626
49056,-39.5979766845703,-39.2575988769531,-9.8530216217041,-9.21784210205078,-8.51446533203125,-9.52185726165772,299616,-9.00539207458496
49152,-39.8082962036133,-39.1826705932617,-10.0025844573975,-9.19312381744385,-8.50784873962402,-9.76930141448975,299712,-9.09058666229248
49248,-39.7921981811523,-39.1839218139648,-10.5092821121216,-9.14698028564453,-8.42641735076904,-9.55634307861328,300192,-9.57861614227295
49344,-39.7957611083984,-39.0325126647949,-10.6756076812744,-9.23380661010742,-8.48923301696777,-9.60828685760498,300384,-9.40227031707764
49440,-39.5515327453613,-39.0508651733398,-11.0166339874268,-9.28112602233887,-8.4145040512085,-9.55146598815918,301344,-8.94905662536621
49632,-39.4344749450684,-39.3233222961426,-10.9224510192871,-9.37023830413818,-8.29343509674072,-9.41945266723633,302016,-8.96521186828613
49728,-39.4971160888672,-39.5112380981445,-11.0863990783691,-9.39739799499512,-8.42552661895752,-9.53220939636231,304704,-8.87154960632324
49824,-39.4268684387207,-39.4555015563965,-11.0518083572388,-9.45508670806885,-8.49288272857666,-9.52466011047363,305184,-9.31866931915283
49920,-39.4579582214356,-39.5409088134766,-10.8282480239868,-9.36603450775147,-8.45713996887207,-9.24558258056641,306048,-8.71327495574951
50016,-39.4441909790039,-39.6885223388672,-10.6542320251465,-9.25647735595703,-8.56624889373779,-9.27432727813721,306336,-8.39603233337402
50112,-39.5185890197754,-39.678653717041,-10.5853042602539,-10.0932741165161,-8.77308559417725,-9.46808052062988,306528,-8.09834957122803
50208,-39.6993370056152,-39.4036369323731,-10.2707080841064,-10.7561359405518,-9.5460090637207,-9.83236503601074,307200,-8.29432010650635
50304,-39.5252723693848,-39.2179565429688,-10.3692493438721,-10.983283996582,-10.2134389877319,-9.97504425048828,307680,-7.81611776351929
50400,-39.3910293579102,-39.2060775756836,-10.7834358215332,-11.3066377639771,-10.7883729934692,-10.5855102539063,308448,-8.96805095672607
50592,-39.270435333252,-39.7616844177246,-11.068416595459,-12.8585062026978,-11.876051902771,-10.8781509399414,308832,-9.1281099319458
50688,-39.4463577270508,-39.7033042907715,-11.1328411102295,-13.4231281280518,-12.0618648529053,-10.9208059310913,308928,-9.08541774749756
50784,-39.6580505371094,-39.6548843383789,-11.6626234054565,-13.8787879943848,-12.3940687179565,-11.5604429244995,309216,-8.94548320770264
50880,-39.4875679016113,-39.7298126220703,-11.9281072616577,-14.1714696884155,-12.9199132919312,-11.9387197494507,309408,-9.15763282775879
50976,-39.290699005127,-39.5782127380371,-12.1970100402832,-14.4843044281006,-13.2605962753296,-12.1671028137207,310080,-9.23555946350098
51072,-39.3107719421387,-39.4982681274414,-12.4214744567871,-14.5861825942993,-13.8509292602539,-12.7832336425781,311232,-8.4705286026001
51168,-39.2066993713379,-39.5448684692383,-13.0268678665161,-14.5354814529419,-14.2182569503784,-12.7360544204712,311424,-8.482253074646
51264,-39.2806243896484,-39.3094596862793,-13.3696336746216,-14.9465942382813,-14.4113903045654,-12.7872190475464,313536,-8.49520397186279
51360,-39.4678802490234,-39.1671562194824,-13.4678468704224,-15.017840385437,-14.6679220199585,-13.1211442947388,313824,-8.53593063354492
51456,-39.2535552978516,-39.0602111816406,-13.7263813018799,-15.2040214538574,-14.885721206665,-13.2095060348511,316704,-8.09522533416748
51552,-38.9992294311523,-39.2800979614258,-13.7246608734131,-15.226975440979,-14.9877014160156,-13.215747833252,317472,-8.36888313293457
51648,-38.7365684509277,-39.3841438293457,-14.1201963424683,-15.3152046203613,-15.2250728607178,-13.3912334442139,320736,-8.67436790466309
51744,-38.4528961181641,-39.4715118408203,-14.915002822876,-15.9314880371094,-15.3504428863525,-13.894721031189,321216,-8.72074317932129
51840,-38.4036140441895,-39.2045288085938,-14.8087177276611,-16.1513957977295,-15.7361860275269,-14.376446723938,322272,-8.45005512237549
51936,-38.2938423156738,-39.0214080810547,-14.9100303649902,-16.1884326934814,-16.0896816253662,-14.5700254440308,323136,-7.98277616500855
52032,-38.2271575927734,-38.8279685974121,-15.1316499710083,-15.9372224807739,-16.4432888031006,-14.7334766387939,323616,-8.02443599700928
52128,-38.3818016052246,-38.9352645874023,-15.176703453064,-16.0099391937256,-16.5932025909424,-15.344409942627,323808,-8.31991672515869
52224,-38.5667724609375,-39.2174110412598,-15.3267126083374,-16.0682926177979,-16.8827590942383,-15.5212898254395,324000,-8.47356700897217
52320,-38.560661315918,-39.1571731567383,-15.6481733322144,-16.2562408447266,-16.9790744781494,-16.2238388061523,324288,-8.55971431732178
52416,-38.5546455383301,-39.2548027038574,-15.7606792449951,-16.3356494903564,-17.0029163360596,-16.3079261779785,324480,-8.58244705200195
52512,-38.4765510559082,-39.4593811035156,-16.3244762420654,-15.6905651092529,-17.280122756958,-16.7993183135986,324960,-8.81173419952393
52608,-38.6040229797363,-39.6592216491699,-16.5522918701172,-15.1566934585571,-16.6535949707031,-16.6114635467529,325056,-8.90326881408691
52704,-38.3481254577637,-39.6108360290527,-16.3604068756104,-15.0212688446045,-16.1666355133057,-16.5497779846191,325824,-8.99069690704346
52800,-38.1940956115723,-39.5196151733398,-16.1488780975342,-14.8524389266968,-15.7282638549805,-16.1224098205566,325920,-9.1796875
52896,-38.3325843811035,-39.166618347168,-16.1594505310059,-14.2062387466431,-15.2427577972412,-15.8483419418335,326880,-9.29458236694336
52992,-38.494140625,-39.2637901306152,-16.2233257293701,-13.40673828125,-14.8394975662231,-15.8215665817261,327264,-9.19390869140625
53088,-38.4436988830566,-39.4822731018066,-16.4184551239014,-13.2690677642822,-14.620903968811,-16.0215377807617,328224,-9.31604480743408
53184,-38.5757675170898,-39.3707809448242,-15.9135437011719,-12.9577264785767,-14.3625164031982,-15.5122423171997,328608,-9.14447975158691
53280,-38.6604347229004,-39.2640190124512,-15.8994989395142,-12.6105737686157,-13.9721660614014,-15.3822803497314,328992,-9.49430179595947
53376,-38.6940040588379,-39.2881584167481,-16.1910266876221,-12.4910078048706,-13.6824064254761,-15.0589733123779,329760,-8.99365711212158
53472,-38.5249633789063,-39.5123825073242,-16.2683658599854,-12.4086980819702,-13.1323986053467,-14.532525062561,330240,-8.97988128662109
53568,-38.729736328125,-39.5866317749023,-15.9980440139771,-12.4395885467529,-12.8570537567139,-14.6452617645264,331680,-8.97547912597656
53664,-38.5890731811523,-39.9906463623047,-15.936279296875,-12.2998399734497,-12.544246673584,-14.6268653869629,331776,-8.97542953491211
53760,-38.6740303039551,-40.2878799438477,-16.4133586883545,-12.0670528411865,-12.2584829330444,-14.5234203338623,332352,-8.84046936035156
53856,-38.765193939209,-40.2431678771973,-17.0010299682617,-12.2167673110962,-12.1009817123413,-14.6784811019897,333024,-9.07158374786377
53952,-38.8106269836426,-40.1773948669434,-17.0636596679688,-12.0277032852173,-11.9834718704224,-14.9231071472168,333408,-9.04009056091309
54048,-38.9334106445313,-39.9900016784668,-16.7117233276367,-11.8798360824585,-11.8453226089478,-14.9253759384155,334368,-8.61471271514893
54144,-39.0294380187988,-40.0143775939941,-16.6264057159424,-11.2274675369263,-11.6219959259033,-14.4397640228271,334464,-8.66922283172607
54240,-38.943489074707,-39.9091987609863,-17.703914642334,-10.9801950454712,-11.3006963729858,-14.3285140991211,334560,-8.71056842803955
54336,-39.0625038146973,-39.8831024169922,-18.1078929901123,-10.9616928100586,-11.1029424667358,-14.1914625167847,334656,-8.96413040161133
54432,-39.2355422973633,-39.9076118469238,-17.9520606994629,-11.0063390731812,-10.8267822265625,-14.2011632919312,335232,-8.90073204040527
54528,-39.2350158691406,-39.8390998840332,-17.8531799316406,-10.9176836013794,-10.6105108261108,-13.5085725784302,335424,-8.67724609375
54624,-39.0647087097168,-39.8086242675781,-17.979419708252,-10.9131269454956,-10.3497619628906,-13.317684173584,335712,-8.83383750915527
54720,-39.1194725036621,-39.8084144592285,-17.7764530181885,-10.7847080230713,-10.1995620727539,-12.6982488632202,336000,-9.14375591278076
54816,-39.1510200500488,-39.7234725952148,-17.7236175537109,-10.6295127868652,-10.0231809616089,-12.7596426010132,336096,-9.14379501342773
54912,-39.0721626281738,-39.6362113952637,-17.479471206665,-10.408618927002,-9.44959449768066,-13.002121925354,336384,-8.80647373199463
55008,-39.0829544067383,-39.5043983459473,-17.2931060791016,-10.6817045211792,-9.36197185516357,-14.1512966156006,337440,-8.71311378479004
55104,-39.2806816101074,-39.553897857666,-17.5503311157227,-10.5769634246826,-9.27400398254395,-14.3796319961548,338592,-9.09021854400635
55200,-39.5937042236328,-39.498950958252,-17.343578338623,-10.3890085220337,-9.1950273513794,-14.2501335144043,339456,-9.35352611541748
55296,-39.3693733215332,-39.6555595397949,-17.1711826324463,-10.2587175369263,-9.11135292053223,-14.5067052841187,339552,-9.49562549591065
55392,-39.3587379455566,-39.5248336791992,-17.2566661834717,-10.2006139755249,-8.99379444122315,-14.8646535873413,340032,-9.61227035522461
55488,-39.3896102905273,-39.4674758911133,-17.236608505249,-9.7871904373169,-8.86114311218262,-14.9909286499023,340320,-9.74985980987549
55584,-39.3647766113281,-39.3701019287109,-17.5191745758057,-9.79589462280273,-8.79633331298828,-15.0313777923584,340896,-9.17103385925293
55680,-39.4530410766602,-39.2878952026367,-17.3040390014648,-9.94216918945313,-8.77874374389648,-14.9051475524902,341280,-8.98367977142334
55776,-39.7320213317871,-39.327507019043,-17.0839061737061,-9.79301643371582,-8.73452472686768,-15.0629901885986,341664,-8.86431503295898
55968,-39.9646034240723,-39.1621856689453,-16.7373218536377,-9.63657951354981,-8.52855587005615,-15.0377368927002,342432,-8.38304042816162
56160,-39.7852973937988,-38.9561958312988,-16.5270442962647,-9.2962121963501,-8.55236911773682,-15.6422109603882,342720,-8.19064140319824
56256,-40.0634422302246,-38.907527923584,-15.5648374557495,-8.98509025573731,-8.53537368774414,-15.4543104171753,343296,-8.0100212097168
56352,-40.0580825805664,-38.8481216430664,-15.298059463501,-9.02140235900879,-8.49869251251221,-15.5882654190063,343392,-7.98706531524658
56448,-40.0118942260742,-38.9720993041992,-14.8657493591309,-8.99296951293945,-8.41220474243164,-15.6294631958008,344160,-8.28047180175781
56544,-40.1761131286621,-39.0378227233887,-14.3610906600952,-8.9213457107544,-8.48210048675537,-15.6573925018311,344448,-8.76024341583252
56640,-40.1054496765137,-39.2926445007324,-13.1620311737061,-8.79404354095459,-8.41447830200195,-15.3490371704102,344544,-8.79515838623047
56736,-40.1294708251953,-39.2126579284668,-12.9761028289795,-8.87075328826904,-8.28580665588379,-15.3890419006348,345696,-8.95568466186523
56832,-40.3339538574219,-38.9870948791504,-13.1208114624023,-8.8451509475708,-8.15083503723145,-15.3753070831299,346944,-8.47817611694336
56928,-40.4260101318359,-38.8321380615234,-13.1580047607422,-9.02252864837647,-8.17912006378174,-15.3097515106201,347040,-8.46285152435303
57024,-40.4315986633301,-38.8437805175781,-12.7526473999023,-9.0117769241333,-8.08373928070068,-15.3205013275146,347136,-8.59859371185303
57120,-40.3685264587402,-38.6643180847168,-12.6368360519409,-9.03356170654297,-8.0830659866333,-15.6540069580078,347232,-8.58988571166992
57216,-40.3431663513184,-38.6894226074219,-12.6108560562134,-9.21918869018555,-8.18692970275879,-15.3861408233643,348576,-9.17109489440918
57312,-40.274356842041,-38.5559768676758,-12.4691047668457,-9.21591854095459,-8.24568939208984,-14.567798614502,350880,-9.25851440429688
57408,-40.3812713623047,-38.5656127929688,-12.4458684921265,-8.77588081359863,-8.25530242919922,-14.0271511077881,351168,-8.94196224212647
57504,-40.5357513427734,-38.5938186645508,-12.0957012176514,-8.88214111328125,-8.22404289245606,-14.0448026657105,351360,-8.7112455368042
57600,-40.4612579345703,-38.7747344970703,-12.0536575317383,-8.82024478912354,-8.32801246643066,-14.2635326385498,351552,-8.64890575408936
57696,-40.4709434509277,-38.6672630310059,-12.0259094238281,-8.77516078948975,-8.47008419036865,-13.9684362411499,351840,-8.47509002685547
57792,-40.4238357543945,-38.6246337890625,-11.6598119735718,-8.94656276702881,-8.41304969787598,-13.760181427002,352224,-8.38062286376953
57888,-40.5077095031738,-38.4217491149902,-11.7229423522949,-8.87162208557129,-8.39065551757813,-13.4193592071533,352512,-8.5167407989502
57984,-40.3311805725098,-38.5030784606934,-11.3795948028564,-8.68421936035156,-8.39981746673584,-13.7048864364624,352608,-8.50134372711182
58080,-40.298210144043,-38.6537475585938,-11.535228729248,-8.5731725692749,-8.37626934051514,-13.5777988433838,354336,-9.20757102966309
58176,-40.2037086486816,-38.5468292236328,-11.2966928482056,-8.48705387115479,-8.28755283355713,-13.3592987060547,355296,-8.76629066467285
58272,-40.2007217407227,-38.6298828125,-11.3559188842773,-8.48960876464844,-8.29462337493897,-13.3185977935791,355968,-8.50743007659912
58368,-39.9460296630859,-38.6232414245606,-11.4496202468872,-8.42563152313232,-8.27254772186279,-12.8591527938843,356448,-8.78057479858398
58464,-39.8827323913574,-38.6286354064941,-11.3051462173462,-8.52323246002197,-8.15781784057617,-12.2796821594238,356928,-8.68212890625
58560,-40.0515098571777,-38.7393341064453,-10.8794841766357,-8.47202110290527,-8.24425983428955,-12.0763988494873,357024,-8.74131584167481
58656,-39.8411178588867,-38.9599342346191,-10.7391033172607,-8.53413581848145,-8.30575752258301,-12.0737209320068,357312,-8.42531871795654
58752,-39.8283882141113,-39.0558280944824,-10.5876379013062,-8.61930847167969,-8.34411334991455,-11.5810546875,358368,-8.59141826629639
58848,-39.8461761474609,-38.9480400085449,-10.4450998306274,-8.72288036346436,-8.48223209381104,-11.2605228424072,358464,-8.83336162567139
58944,-39.6703567504883,-38.8083419799805,-10.1382026672363,-8.85886287689209,-8.50291728973389,-11.1516370773315,359616,-9.02021408081055
