Step,dqn_gnn_noas_ts_100k,dqn_gnn_noas_bounds_ts_100k,dqn_mlp_as_ts_100k,dqn_mlp_noas_nobounds_no_feat_extr_ts_100k,dqn_mlp_noas_nobounds_ts_100k,dqn_mlp_noas_ts_100k,Step_for_mn,dqn_mlp_as_ts_1mn
18816,-38.6718635559082,-39.0697059631348,-8.88769149780273,-7.57257127761841,-8.29507541656494,-7.70807790756226,112800,-9.61849212646484
18912,-38.6814193725586,-38.8279151916504,-8.75375843048096,-7.48994302749634,-8.28721237182617,-7.78790760040283,112992,-9.57987689971924
19008,-38.7217483520508,-38.7925109863281,-8.6540641784668,-7.50066614151001,-8.2844877243042,-7.6430196762085,113088,-9.54299736022949
19104,-38.9039764404297,-39.0136871337891,-8.59425735473633,-7.54580068588257,-8.18161869049072,-7.6381459236145,113760,-9.42114639282227
19200,-38.9324951171875,-39.1380348205566,-8.75544261932373,-7.44266414642334,-8.20294570922852,-7.5190544128418,114240,-8.45827293395996
19296,-39.1426620483398,-39.1564979553223,-8.71481418609619,-7.59703588485718,-8.15931224822998,-7.54449892044067,114624,-8.57893562316895
19488,-38.9065589904785,-39.2966461181641,-8.71592426300049,-7.61498498916626,-8.22408294677734,-7.69939470291138,114720,-8.46327495574951
19584,-38.616024017334,-39.5645980834961,-8.7950496673584,-7.56262445449829,-8.08886432647705,-7.65207672119141,115872,-8.67882633209229
19680,-38.677433013916,-39.4054794311523,-8.78732299804688,-7.5066442489624,-8.29606819152832,-7.69119739532471,116640,-8.7122688293457
19776,-38.6583099365234,-39.1077003479004,-9.05965900421143,-7.40484762191773,-8.43357181549072,-7.77306604385376,117024,-8.33921623229981
19872,-38.6531524658203,-39.0909309387207,-9.10660362243652,-7.45942640304565,-8.48765850067139,-7.79205894470215,117504,-8.35279083251953
19968,-38.6314544677734,-39.3870124816895,-8.95787620544434,-7.67931938171387,-8.45779323577881,-7.78735208511353,117696,-8.1884708404541
20064,-38.7030029296875,-39.3725395202637,-8.95149326324463,-7.90711736679077,-8.79326629638672,-7.66576290130615,119520,-8.34783840179443
20160,-38.5225715637207,-39.3952102661133,-9.48897743225098,-8.52055072784424,-9.61569786071777,-7.6980414390564,119712,-8.55303859710693
20256,-38.6230583190918,-39.6435813903809,-10.8197259902954,-9.3494462966919,-10.4835786819458,-8.11612987518311,120192,-8.2594633102417
20352,-38.5413093566895,-39.7121810913086,-11.9254398345947,-9.51265811920166,-11.22998046875,-8.45236968994141,120288,-8.24842548370361
20448,-38.5481719970703,-39.6873435974121,-12.6007461547852,-9.68869781494141,-11.8828630447388,-9.46480846405029,120480,-8.02660179138184
20544,-38.4916648864746,-39.7627296447754,-13.378623008728,-9.87810134887695,-12.6463203430176,-10.7436943054199,120768,-7.9510064125061
20640,-38.4360580444336,-39.7235221862793,-14.3601160049438,-10.5705213546753,-13.7614660263062,-11.039158821106,121152,-7.9194655418396
20736,-38.6463737487793,-39.718677520752,-14.2573490142822,-10.9455890655518,-14.3294792175293,-11.366626739502,121728,-8.41821098327637
20832,-38.7288589477539,-39.9493637084961,-14.8381948471069,-11.5728397369385,-15.5347299575806,-12.1673345565796,122112,-8.4578275680542
20928,-38.917423248291,-40.037899017334,-15.1639490127563,-12.3413047790527,-16.6047267913818,-12.3230657577515,122592,-8.77879619598389
21024,-38.9785232543945,-40.2382049560547,-15.2264795303345,-12.6523113250732,-17.5917739868164,-12.7021598815918,123168,-9.06912899017334
21120,-39.0744438171387,-40.1737174987793,-14.9227228164673,-13.1263570785522,-18.6325206756592,-13.178599357605,123456,-8.98042106628418
21216,-39.0679130554199,-39.7249069213867,-15.364953994751,-14.4446001052856,-18.9053287506104,-13.2001314163208,123936,-9.24014377593994
21312,-39.3399314880371,-39.8434410095215,-15.8864192962646,-14.6401529312134,-19.2987174987793,-13.1494874954224,124704,-9.59155464172363
21408,-39.3040161132813,-39.9369277954102,-15.8549194335938,-14.7878818511963,-20.1095638275147,-13.1425628662109,125088,-9.43887042999268
21504,-39.3821525573731,-39.7696914672852,-15.8815240859985,-14.847827911377,-20.6844234466553,-13.7330293655396,125472,-9.55518245697022
21600,-39.3985023498535,-39.919921875,-15.8991651535034,-14.9902849197388,-20.8326778411865,-15.2813358306885,126336,-9.14472007751465
21696,-39.2401733398438,-39.8302612304688,-16.2468547821045,-15.0202054977417,-21.0182361602783,-16.9241523742676,127008,-8.60562610626221
21792,-38.9557113647461,-39.6669578552246,-17.1482448577881,-15.2075185775757,-21.1442165374756,-18.8433647155762,127296,-8.49607849121094
21888,-39.0773468017578,-39.4491691589356,-17.5225028991699,-15.4521169662476,-21.4817390441895,-20.1301364898682,127392,-8.64669704437256
21984,-39.1408958435059,-39.206729888916,-18.4702777862549,-16.1415615081787,-21.7218208312988,-20.6200523376465,128256,-8.42393016815186
22080,-39.1936645507813,-39.1831703186035,-18.6098041534424,-16.2108268737793,-22.3280391693115,-20.9309597015381,129216,-8.5648365020752
22176,-39.4119758605957,-39.3258247375488,-18.4531784057617,-16.601713180542,-22.1732006072998,-20.9968605041504,130656,-8.84723663330078
22272,-39.2393760681152,-39.1569976806641,-18.6055202484131,-16.6713523864746,-22.3322525024414,-20.8717861175537,131040,-8.56477737426758
22368,-39.2514152526856,-39.1205940246582,-18.9185848236084,-16.6146621704102,-22.8140449523926,-21.1546573638916,132096,-8.72757434844971
22464,-39.2414054870606,-39.1019096374512,-19.2535629272461,-16.4993228912354,-22.5413208007813,-21.3421363830566,132192,-8.95794773101807
22560,-39.4677581787109,-39.0040702819824,-19.1256904602051,-15.9147071838379,-22.2380275726318,-21.4668655395508,132576,-9.08624649047852
22656,-39.3865165710449,-38.9564971923828,-18.1442909240723,-15.3457193374634,-21.5906658172607,-21.1974601745605,133824,-9.55624580383301
22752,-39.5984039306641,-39.0760078430176,-18.1202430725098,-15.0772266387939,-20.9791603088379,-20.9504909515381,136128,-8.20975112915039
22848,-39.8006591796875,-38.964225769043,-18.4160346984863,-15.1298675537109,-20.4873504638672,-20.1770477294922,138144,-7.92141675949097
22944,-39.7267150878906,-38.8743133544922,-17.674783706665,-14.8694334030151,-20.07692527771,-19.3320293426514,138240,-7.97501707077026
23040,-39.8508605957031,-38.9265556335449,-16.7526416778564,-14.2620859146118,-19.0725631713867,-19.4006977081299,139200,-8.45454788208008
23232,-39.7493553161621,-39.037296295166,-15.8197355270386,-13.6295385360718,-18.1492900848389,-19.3995952606201,139968,-8.56106758117676
23328,-39.5889358520508,-39.216495513916,-15.5788497924805,-12.8725786209106,-17.4291286468506,-19.3546981811523,140064,-8.72956848144531
23424,-39.4343948364258,-39.1843223571777,-15.4274091720581,-12.8264379501343,-16.8019542694092,-18.979663848877,140352,-8.91429042816162
23520,-39.5440483093262,-39.2751235961914,-15.3519124984741,-12.3330850601196,-15.7555379867554,-18.6674842834473,141600,-9.20354557037354
23616,-39.5241088867188,-39.5965194702148,-14.9225769042969,-11.1465015411377,-15.4206485748291,-18.8164882659912,141792,-9.49210453033447
23712,-39.5721244812012,-39.6363258361816,-14.638973236084,-11.0326623916626,-15.1357803344727,-18.7782173156738,142848,-9.22291564941406
23808,-39.3931083679199,-39.6493377685547,-15.2562685012817,-10.8024206161499,-14.4121789932251,-18.8348484039307,143136,-9.10478591918945
23904,-39.3789253234863,-39.7025375366211,-15.2511177062988,-11.0776481628418,-14.0002994537354,-18.3385257720947,143520,-8.94079685211182
24000,-39.4077873229981,-39.6518821716309,-15.5748500823975,-11.0586166381836,-13.8385791778564,-18.5879192352295,144288,-8.47201728820801
24096,-39.5328788757324,-39.6722412109375,-15.6752300262451,-10.9723625183105,-13.8047866821289,-17.3533267974854,144960,-8.06796836853027
24192,-39.5092811584473,-39.7420158386231,-15.4053201675415,-10.8949575424194,-13.565242767334,-15.62242603302,145056,-7.97698307037354
24288,-39.6117324829102,-39.8011207580566,-15.6851444244385,-10.760890007019,-13.2322616577148,-14.3935232162476,145344,-8.14579677581787
24384,-39.8302955627441,-39.8369560241699,-15.5485553741455,-10.5819091796875,-13.1336269378662,-14.5321130752563,145632,-8.12586402893066
24480,-39.8063087463379,-39.6851615905762,-15.9733543395996,-10.7494192123413,-12.604567527771,-15.2502870559692,146784,-8.32417869567871
24576,-39.5886383056641,-39.646842956543,-15.8865423202515,-10.4730834960938,-12.6187438964844,-15.1665077209473,147360,-8.51030921936035
24768,-39.3908386230469,-39.8678436279297,-15.5780248641968,-10.653431892395,-11.8516368865967,-15.7540130615234,147744,-8.53932189941406
24864,-39.3298530578613,-39.8219528198242,-15.2520751953125,-10.5829439163208,-11.8494510650635,-15.8571214675903,148704,-8.61285591125488
24960,-39.2777938842773,-39.8636245727539,-14.9640636444092,-10.4227809906006,-11.2238445281982,-15.7850704193115,148992,-8.81917858123779
25056,-39.2979888916016,-39.7573699951172,-14.5828886032105,-10.1887092590332,-11.0638456344605,-15.7164821624756,150336,-9.36140251159668
25152,-39.1402130126953,-39.8289031982422,-13.8767423629761,-10.1177492141724,-11.0068206787109,-15.5751934051514,150624,-9.70806407928467
25248,-39.1881370544434,-39.8806877136231,-13.1226530075073,-10.1897401809692,-11.0141201019287,-15.8206567764282,151104,-9.85913181304932
25344,-38.9721145629883,-39.7989387512207,-13.2176218032837,-10.1872138977051,-10.752025604248,-16.204891204834,151392,-9.6937370300293
25440,-38.821102142334,-39.8327255249023,-13.2022552490234,-10.3082189559937,-10.672022819519,-15.7952070236206,152256,-10.0338916778564
25536,-38.8502388000488,-39.7879676818848,-13.4086608886719,-10.3518476486206,-10.4442148208618,-15.0502882003784,153312,-9.54903697967529
25728,-38.6697502136231,-39.3714256286621,-13.3626127243042,-10.194390296936,-9.5400276184082,-17.8988990783691,153792,-9.33376979827881
25824,-38.6153907775879,-39.4713172912598,-13.5305404663086,-9.93314170837402,-9.19729137420654,-17.8915348052979,153984,-9.47054100036621
25920,-38.698860168457,-39.4097328186035,-13.5254707336426,-10.0133848190308,-9.29219245910645,-17.7415046691895,156288,-9.32098484039307
26016,-38.8890342712402,-39.5164184570313,-13.594069480896,-10.0475463867188,-9.18704509735107,-17.5346698760986,157056,-9.2882661819458
26112,-38.9169731140137,-39.4978828430176,-13.4083204269409,-10.0459394454956,-9.10618400573731,-17.52317237854,157248,-9.32497024536133
26304,-38.8947257995606,-39.2611045837402,-12.9262447357178,-9.6892786026001,-8.98449802398682,-17.3662033081055,157536,-9.12895202636719
26400,-38.7243156433106,-39.2036056518555,-12.844048500061,-9.65571594238281,-9.15197563171387,-16.471471786499,158112,-9.06474494934082
26496,-38.7996482849121,-39.3335647583008,-12.6388158798218,-9.68805885314941,-9.01809215545654,-16.0530624389648,158208,-8.92117404937744
26592,-38.9772148132324,-39.0787391662598,-11.9724216461182,-9.48639869689941,-9.10225009918213,-15.8191661834717,158880,-9.23307991027832
26688,-38.7705917358398,-38.9691543579102,-11.3414850234985,-9.35215377807617,-9.14035034179688,-15.7293148040771,159648,-9.29640197753906
26784,-38.6580123901367,-38.8480110168457,-10.5215492248535,-8.89776420593262,-9.02338218688965,-15.166823387146,160032,-9.25371265411377
26880,-38.6972160339356,-39.0964164733887,-10.0597438812256,-8.62091159820557,-8.84251594543457,-14.2171459197998,160416,-9.62908840179443
26976,-38.8442459106445,-39.1615943908691,-10.053804397583,-8.42538166046143,-9.15542125701904,-14.1684789657593,161088,-9.17530536651611
27072,-38.850513458252,-39.114616394043,-9.82365322113037,-7.94965267181397,-9.30441284179688,-13.7067890167236,161280,-8.92861747741699
27168,-39.0698547363281,-39.1191024780273,-10.0747060775757,-7.95587205886841,-9.32403755187988,-13.5171899795532,161856,-8.65616035461426
27264,-39.2878112792969,-39.055477142334,-10.2728538513184,-7.79754447937012,-9.13624572753906,-13.6294374465942,162720,-8.57768726348877
27360,-39.5058288574219,-39.1123313903809,-10.7603435516357,-7.94514036178589,-9.18108081817627,-13.7076940536499,163488,-8.44592475891113
27456,-39.6728248596191,-39.2904052734375,-10.8714151382446,-8.00240612030029,-9.20617294311523,-13.8751907348633,163680,-8.77728366851807
27552,-39.7096862792969,-39.0746726989746,-10.4972124099731,-8.22842407226563,-9.07901191711426,-14.094313621521,163968,-8.55875873565674
27648,-39.6710243225098,-39.0344924926758,-10.3184967041016,-8.00576972961426,-8.82029533386231,-13.6431188583374,164256,-8.61476898193359
27744,-39.6237602233887,-38.9774208068848,-11.0872611999512,-8.00791263580322,-8.91930198669434,-13.3758668899536,164352,-8.77093696594238
27840,-39.5258560180664,-38.7002029418945,-11.1818933486938,-7.82689905166626,-8.96807670593262,-13.6642293930054,165024,-8.84369850158691
27936,-39.4880142211914,-38.9514617919922,-11.1280508041382,-7.78000211715698,-8.91621208190918,-13.7973728179932,165504,-8.68308353424072
28032,-39.6732025146484,-38.9943084716797,-11.410192489624,-7.6771445274353,-8.94974613189697,-12.8194952011108,166176,-8.52386856079102
28128,-39.7244911193848,-39.203784942627,-11.3481216430664,-7.67255926132202,-9.05084991455078,-11.1654500961304,167040,-8.28738498687744
28224,-39.9808807373047,-39.1751174926758,-11.4897270202637,-7.65115547180176,-9.05337810516357,-11.1467847824097,167424,-8.32083415985107
28320,-40.1277008056641,-39.2268524169922,-11.5176858901978,-7.50823307037354,-9.10005950927734,-11.2582607269287,167616,-8.48688507080078
28416,-40.2610664367676,-39.2646636962891,-11.4731903076172,-7.47062110900879,-9.2697811126709,-11.2914915084839,168480,-8.14144039154053
28512,-40.1020965576172,-39.2347259521484,-11.34974193573,-7.34931659698486,-9.24242687225342,-11.5380439758301,169536,-8.15660572052002
28608,-40.1092414855957,-39.2055053710938,-11.3402299880981,-7.39482927322388,-9.23648643493652,-11.7737627029419,170496,-7.79831457138062
28704,-40.016300201416,-39.151496887207,-11.3982009887695,-7.4740571975708,-9.17014026641846,-11.7448606491089,170688,-7.92612075805664
28800,-40.232364654541,-39.120719909668,-11.0345001220703,-7.38955688476563,-9.05380916595459,-11.1931600570679,171360,-7.63544082641602
28896,-40.146110534668,-39.0724792480469,-10.8137111663818,-7.39838075637817,-8.94490718841553,-11.3195142745972,171840,-7.75743436813355
28992,-39.983211517334,-39.4382400512695,-10.8938722610474,-7.43328380584717,-8.93382167816162,-11.4036283493042,172128,-7.7641749382019
29088,-40.0762596130371,-39.5944519042969,-11.2613554000855,-7.43172168731689,-8.94563579559326,-11.4187879562378,172896,-7.90608310699463
29184,-39.9329032897949,-39.959888458252,-11.0975093841553,-7.41218137741089,-8.88469886779785,-11.7402257919312,174720,-8.86057853698731
29280,-39.7923164367676,-39.994514465332,-11.1059455871582,-7.48584794998169,-8.84185123443604,-11.828875541687,175776,-8.36548519134522
29376,-39.4586868286133,-40.0062980651856,-11.3306999206543,-7.55419635772705,-8.5855073928833,-11.8128213882446,177408,-8.92275714874268
29472,-39.4182777404785,-39.9990882873535,-11.2497634887695,-7.51319932937622,-8.75845050811768,-11.7004833221436,177792,-9.08984279632568
29568,-39.1844673156738,-39.7394638061523,-11.0593643188477,-7.51048707962036,-8.91005420684815,-11.629397392273,178656,-9.23776721954346
29664,-39.0626602172852,-39.8869171142578,-11.1589879989624,-7.57937145233154,-9.06172561645508,-11.3005828857422,179136,-8.80359554290772
29760,-38.7916984558106,-40.0242958068848,-10.7465744018555,-7.50190210342407,-9.19251918792725,-11.2042760848999,179232,-8.80042171478272
29856,-38.6703033447266,-39.8020629882813,-10.5800514221191,-7.46341371536255,-9.21801280975342,-11.0284824371338,179328,-8.78030586242676
29952,-38.588996887207,-39.9150085449219,-10.5757217407227,-7.34587955474854,-9.38004684448242,-10.8958168029785,181344,-9.39704132080078
30048,-38.5842933654785,-39.9026679992676,-10.5377588272095,-7.44979524612427,-9.66104888916016,-10.9548721313477,182400,-9.43226909637451
30144,-38.646484375,-39.894287109375,-9.90308284759522,-7.70035028457642,-9.63073062896729,-10.3361444473267,182688,-9.3532247543335
30240,-38.5578994750977,-39.9573478698731,-10.2072496414185,-8.43148899078369,-9.8263521194458,-10.2490015029907,183264,-9.13732528686523
30336,-38.5549201965332,-39.9252166748047,-10.6270456314087,-9.45693969726563,-10.1547622680664,-10.9965038299561,183360,-9.14100360870361
30432,-38.5099754333496,-39.9695549011231,-11.1026630401611,-10.1319303512573,-10.741738319397,-11.0812368392944,183744,-9.42678356170654
30528,-38.4972648620606,-39.7924766540527,-11.8237934112549,-10.8314180374146,-11.3721561431885,-11.2724838256836,184224,-9.32940101623535
30624,-38.3038558959961,-39.7893791198731,-12.2131118774414,-11.1916799545288,-11.9741277694702,-11.6019229888916,184800,-9.17520236968994
30720,-38.2640571594238,-39.6998443603516,-12.5262231826782,-12.2804727554321,-12.1726493835449,-11.9296646118164,184896,-8.92592239379883
30816,-38.078296661377,-39.6638374328613,-13.2370300292969,-12.8430805206299,-12.7470760345459,-12.7380456924438,185952,-8.3720817565918
30912,-38.2825698852539,-39.7321166992188,-13.6239633560181,-13.7585020065308,-13.2041521072388,-12.6027936935425,186336,-8.08237648010254
31008,-38.1077499389648,-39.9732666015625,-13.7968196868896,-14.3798141479492,-13.5271768569946,-12.4409151077271,186432,-8.1350679397583
31104,-38.1993675231934,-39.9822273254395,-13.7956781387329,-15.2114238739014,-13.9465808868408,-12.5200977325439,186816,-8.72179985046387
31200,-38.1823348999023,-40.1255836486816,-14.0345363616943,-15.711688041687,-14.7440586090088,-12.40221118927,187008,-8.83943748474121
31296,-38.3924331665039,-40.1009407043457,-14.8238611221313,-16.0828990936279,-15.2700109481812,-12.7699975967407,187872,-8.5292444229126
31392,-38.2699546813965,-40.0121955871582,-15.0524978637695,-17.2107257843018,-15.3283271789551,-13.0681343078613,188256,-8.46973419189453
31488,-38.2760696411133,-40.0795860290527,-14.8831081390381,-17.6942977905273,-15.4989223480225,-13.3616781234741,188352,-8.44301319122315
31584,-38.5100517272949,-39.968692779541,-15.2337789535522,-17.888692855835,-15.9217090606689,-13.8372211456299,188544,-8.64242267608643
31680,-38.6547012329102,-39.9487953186035,-15.1293859481812,-18.0079326629639,-16.3200511932373,-14.0931234359741,188640,-8.74520015716553
31776,-38.8560600280762,-39.9689712524414,-14.9670181274414,-18.0566329956055,-16.76540184021,-14.297251701355,188832,-8.88451862335205
31872,-38.7237167358398,-40.2934494018555,-15.3516759872437,-18.2683906555176,-17.2245903015137,-14.5610618591309,189888,-8.60051441192627
31968,-38.760368347168,-40.628360748291,-15.6662931442261,-18.4155941009522,-17.5632457733154,-15.2351846694946,190080,-8.61696529388428
32064,-38.7953910827637,-40.4798088073731,-15.6936225891113,-18.4106407165527,-17.6268005371094,-15.4981069564819,190848,-8.99237442016602
32160,-39.1203956604004,-40.3623962402344,-16.0404949188232,-18.4635906219482,-17.7122840881348,-16.4753952026367,190944,-8.93767261505127
32256,-39.2823486328125,-40.3745536804199,-16.2534523010254,-18.3831119537354,-18.0624370574951,-16.7717876434326,191232,-8.97418785095215
32352,-39.2674140930176,-40.3224906921387,-16.9548721313477,-18.6226863861084,-18.0013961791992,-16.971887588501,194592,-8.55379009246826
32448,-39.3033599853516,-40.4388771057129,-17.0872497558594,-18.698766708374,-17.8646049499512,-17.2593631744385,196608,-9.47514915466309
32544,-39.1297225952148,-40.4151191711426,-16.7957344055176,-18.4644298553467,-17.9517421722412,-17.5660171508789,197376,-9.66661739349365
32736,-39.5346527099609,-40.2541809082031,-16.0857486724854,-16.7843761444092,-17.8070430755615,-16.8444843292236,198528,-9.73352813720703
32832,-39.5873413085938,-40.3239288330078,-15.4853563308716,-16.534761428833,-17.2726631164551,-16.3608474731445,198816,-9.46848201751709
32928,-39.4565467834473,-40.3117828369141,-15.1742448806763,-15.8532047271729,-16.6100902557373,-16.0981178283691,199680,-8.26693725585938
33024,-39.5951881408691,-40.1745758056641,-14.7249927520752,-15.5642824172974,-16.1234302520752,-15.8978700637817,200640,-8.57343578338623
33120,-39.5254402160645,-40.3521957397461,-14.516655921936,-14.601261138916,-15.9892053604126,-15.4601850509644,201408,-8.26330471038818
33216,-39.3534240722656,-40.272216796875,-14.4297046661377,-14.0401802062988,-16.1961898803711,-14.5992403030396,201696,-8.41755676269531
33312,-39.3183746337891,-40.2453536987305,-14.6898307800293,-13.2661771774292,-15.8662815093994,-15.1425495147705,201984,-8.29022693634033
33408,-39.2328643798828,-40.1000823974609,-14.6041297912598,-12.8628349304199,-15.5297994613647,-15.319037437439,202560,-8.53396606445313
33504,-39.4342651367188,-40.0192222595215,-14.7829551696777,-12.7954044342041,-15.3175964355469,-15.1631164550781,203040,-8.65263748168945
33600,-39.405029296875,-39.8347511291504,-14.6441507339478,-12.4636058807373,-14.612753868103,-15.0456895828247,203136,-8.65485286712647
33696,-39.1567268371582,-39.707447052002,-14.3553485870361,-11.9885063171387,-14.1250343322754,-14.6296310424805,203520,-9.01393032073975
33792,-39.0536918640137,-39.7461853027344,-14.3125295639038,-10.8982973098755,-14.1312847137451,-14.2449741363525,203616,-9.09075927734375
33888,-39.1875076293945,-39.6871757507324,-14.0720767974854,-10.43101978302,-14.0913124084473,-14.2241010665894,204288,-9.22124576568604
33984,-39.2097358703613,-39.3769035339356,-14.0104761123657,-10.3536033630371,-13.7326908111572,-13.8487310409546,205440,-8.9219388961792
34080,-39.0823669433594,-39.2703819274902,-14.2883348464966,-10.5843629837036,-13.2158184051514,-13.567253112793,207360,-8.93555164337158
34176,-39.1386070251465,-39.4016036987305,-14.6456518173218,-10.6965970993042,-12.6899604797363,-13.4710445404053,208320,-8.31203365325928
34272,-39.0431594848633,-39.0220680236816,-14.6146259307861,-10.565824508667,-12.0807323455811,-13.3933811187744,210048,-8.10609817504883
34368,-39.1682319641113,-38.5442161560059,-15.288369178772,-10.7339534759521,-11.6508703231812,-12.745906829834,210720,-8.46995830535889
34464,-39.2350730895996,-38.5520706176758,-15.449746131897,-10.7150707244873,-11.5210208892822,-12.5254354476929,211392,-8.58777046203613
34560,-39.2451133728027,-38.5057563781738,-15.3142547607422,-10.5561151504517,-11.3254671096802,-11.8607978820801,212160,-8.33265781402588
34656,-39.0522727966309,-38.5682373046875,-15.3216352462769,-10.5661277770996,-11.1193017959595,-11.7682056427002,212352,-8.22047233581543
34752,-38.9245567321777,-38.661060333252,-15.1120872497559,-10.3993310928345,-11.1779470443726,-11.5113286972046,212736,-8.03574657440186
34848,-38.9046478271484,-38.4881782531738,-15.3987197875977,-10.3467388153076,-11.1640481948853,-11.2423639297485,213312,-8.1497802734375
34944,-38.9566688537598,-38.7927169799805,-15.592921257019,-10.2469921112061,-11.090033531189,-11.0061502456665,213696,-8.27309608459473
35040,-39.2884407043457,-38.8594360351563,-15.5525064468384,-10.4001340866089,-10.9009342193604,-10.9219789505005,214752,-7.86291742324829
35136,-39.016471862793,-38.8115081787109,-15.5153942108154,-10.4212093353271,-10.5686902999878,-11.2449016571045,215040,-7.91929006576538
35232,-39.2168273925781,-38.4719924926758,-15.9373540878296,-9.9684476852417,-10.5089044570923,-11.145115852356,215520,-7.93509578704834
35328,-39.3230781555176,-38.4132690429688,-15.4991064071655,-10.1464061737061,-10.4134016036987,-11.0729131698608,216768,-8.24223613739014
35424,-39.2423553466797,-38.4123497009277,-15.7770528793335,-10.2660112380981,-10.3490056991577,-11.2850389480591,219072,-8.12930679321289
35520,-39.3228340148926,-38.2935676574707,-16.0943584442139,-10.3866348266602,-10.1942319869995,-11.4175338745117,221376,-7.8660831451416
35616,-39.4287490844727,-38.3176803588867,-15.8938436508179,-10.2775573730469,-9.34317684173584,-11.5913228988647,221472,-7.76844835281372
35808,-39.4718132019043,-38.4905853271484,-15.5617609024048,-9.94342708587647,-9.00908374786377,-12.4312705993652,222432,-7.88793182373047
35904,-39.419002532959,-38.500602722168,-15.4529056549072,-9.15502548217773,-8.85992527008057,-13.2450485229492,222720,-8.01362133026123
36000,-39.3890037536621,-38.491512298584,-15.454140663147,-9.0319299697876,-8.77088928222656,-13.129207611084,223200,-7.6171088218689
36096,-39.5122566223145,-38.6229629516602,-14.9709854125977,-9.10188388824463,-8.77449607849121,-13.125696182251,223968,-7.6937780380249
36192,-39.5452613830566,-38.4704704284668,-14.8218507766724,-9.1521635055542,-8.72248458862305,-14.0275030136108,224928,-7.71446943283081
36288,-39.7352523803711,-38.4595794677734,-15.5282125473022,-9.27266025543213,-8.58304500579834,-14.184175491333,225888,-7.97247838973999
36384,-39.6883239746094,-38.7364959716797,-15.5240879058838,-9.33372020721436,-8.4692440032959,-13.8361148834229,226560,-7.86005783081055
36480,-39.7146415710449,-38.8706474304199,-15.202018737793,-9.07261848449707,-8.55146503448486,-14.0193128585815,229440,-8.19549560546875
36576,-39.6475830078125,-38.5879669189453,-14.7726001739502,-9.00781345367432,-8.45693874359131,-13.9113388061523,229824,-8.33702278137207
36672,-39.5376510620117,-38.5571708679199,-14.5187139511108,-9.28413105010986,-8.27552032470703,-13.8165740966797,229920,-8.39301872253418
36768,-39.8054275512695,-38.9737243652344,-13.4911603927612,-9.1063175201416,-8.34567546844482,-13.8295612335205,230304,-8.50987434387207
36864,-39.8150901794434,-38.9521064758301,-13.1057262420654,-9.23915004730225,-8.25742816925049,-14.1485471725464,233184,-8.32400894165039
36960,-39.614933013916,-38.8885612487793,-12.7713289260864,-9.37711429595947,-8.28093433380127,-13.8970623016357,233472,-8.26579570770264
37056,-39.6133995056152,-38.7921905517578,-12.6869125366211,-9.47461032867432,-8.03770637512207,-13.9034900665283,233856,-8.28851890563965
37152,-39.7038307189941,-38.8056030273438,-12.2483911514282,-9.40672779083252,-7.84010028839111,-14.529953956604,233952,-8.30224704742432
37248,-39.5786437988281,-38.7937088012695,-11.8768005371094,-9.29820728302002,-7.78633594512939,-14.4724760055542,234432,-8.53333568572998
37344,-39.7848701477051,-38.5649948120117,-11.7561311721802,-9.39365100860596,-7.82840919494629,-14.5339546203613,235680,-8.31379127502441
37440,-39.6803321838379,-38.6688003540039,-11.8138551712036,-9.29799747467041,-7.86792230606079,-14.8722763061523,236448,-8.03785610198975
37536,-39.6526374816895,-38.6728248596191,-11.687668800354,-9.24341106414795,-7.95697927474976,-14.3716983795166,236736,-8.12028026580811
37632,-39.7346725463867,-38.9204521179199,-11.0680379867554,-9.26364135742188,-7.85458993911743,-14.2904758453369,238656,-8.41281986236572
37728,-39.4772338867188,-38.9103927612305,-11.1396865844727,-9.04245185852051,-7.8138861656189,-14.5944938659668,239424,-8.28913593292236
37824,-39.5394821166992,-39.03466796875,-10.8917465209961,-8.92610740661621,-7.74867534637451,-14.4210748672485,239904,-8.49720859527588
37920,-39.4295768737793,-39.2096061706543,-10.639705657959,-8.90586566925049,-7.7217960357666,-14.3778314590454,240096,-8.28501224517822
38016,-39.6209220886231,-39.2031021118164,-10.3038358688355,-9.2804012298584,-7.8208327293396,-14.3414783477783,240384,-8.66836452484131
38112,-39.7016525268555,-39.0850677490234,-10.2084369659424,-9.24678802490234,-7.9116702079773,-13.7604570388794,240576,-8.60633182525635
38208,-39.6446113586426,-39.0407600402832,-9.80382061004639,-9.31341648101807,-8.02171611785889,-12.6963024139404,240672,-8.56080341339111
38304,-39.7481842041016,-39.003791809082,-9.72627830505371,-9.33767318725586,-8.05830955505371,-11.880407333374,241728,-8.31281661987305
38400,-39.8383293151856,-39.1471328735352,-9.97764396667481,-9.36529541015625,-8.0648307800293,-11.8786163330078,241824,-8.23986434936523
38496,-39.8160934448242,-39.1171455383301,-9.97250175476074,-9.41981506347656,-8.05321502685547,-11.7905244827271,241920,-8.23700714111328
38592,-39.921070098877,-39.0579452514648,-9.89444732666016,-9.27500247955322,-8.02551555633545,-10.8576564788818,242112,-8.11989116668701
38688,-39.8673820495606,-38.8379402160645,-9.11612415313721,-9.24942302703857,-7.95823240280151,-10.3677167892456,242304,-7.99959230422974
38784,-39.6839294433594,-38.7839164733887,-8.85592269897461,-9.12476062774658,-8.03994560241699,-10.235652923584,242784,-7.87097787857056
