Step,dqn_gnn_noas_ts_100k,dqn_gnn_noas_bounds_ts_100k,dqn_mlp_as_ts_100k,dqn_mlp_noas_nobounds_no_feat_extr_ts_100k,dqn_mlp_noas_nobounds_ts_100k,dqn_mlp_noas_ts_100k,Step_for_mn,dqn_mlp_as_ts_1mn,Steps,dqn_gnn_fe_plus_net_arch,dqn_gnn_single_policy,dqn_gnn_fe_load_profile_1,dqn_gnn_sp_load_1
38304,-39.7481842041016,-39.003791809082,-9.72627830505371,-9.33767318725586,-8.05830955505371,-11.880407333374,241728,-8.31281661987305,107712,-10.9044132232666,-10.7280597686768,-11.2978401184082,-9.50017929077148
38400,-39.8383293151856,-39.1471328735352,-9.97764396667481,-9.36529541015625,-8.0648307800293,-11.8786163330078,241824,-8.23986434936523,107808,-10.9109210968018,-10.6521406173706,-10.9007530212402,-9.50362968444824
38496,-39.8160934448242,-39.1171455383301,-9.97250175476074,-9.41981506347656,-8.05321502685547,-11.7905244827271,241920,-8.23700714111328,108096,-10.8936853408813,-10.3338375091553,-10.8758554458618,-9.72850036621094
38592,-39.921070098877,-39.0579452514648,-9.89444732666016,-9.27500247955322,-8.02551555633545,-10.8576564788818,242112,-8.11989116668701,108192,-10.9545984268188,-10.5540924072266,-10.628306388855,-9.79809093475342
38688,-39.8673820495606,-38.8379402160645,-9.11612415313721,-9.24942302703857,-7.95823240280151,-10.3677167892456,242304,-7.99959230422974,108384,-10.7652072906494,-10.5565586090088,-10.4787397384644,-10.3767232894897
38784,-39.6839294433594,-38.7839164733887,-8.85592269897461,-9.12476062774658,-8.03994560241699,-10.235652923584,242784,-7.87097787857056,108480,-10.4023246765137,-10.5401620864868,-10.3979597091675,-10.3809461593628
38880,-39.6523742675781,-38.6661224365234,-8.89412307739258,-8.99950885772705,-8.0487174987793,-9.88767433166504,242976,-7.90827798843384,108768,-10.4287128448486,-10.3725996017456,-10.0048742294312,-10.2939548492432
38976,-39.6665878295898,-38.6558074951172,-9.02739238739014,-8.99214553833008,-8.14787101745606,-9.92731475830078,243744,-7.99356698989868,108960,-10.508261680603,-10.1603736877441,-10.1112270355225,-10.2625665664673
39072,-39.7358856201172,-38.7208976745606,-8.91756725311279,-8.86026477813721,-8.24315452575684,-9.99770641326904,246336,-8.3104305267334,109152,-10.730429649353,-9.91241359710693,-10.2093181610107,-10.2819957733154
39168,-39.5212554931641,-38.509880065918,-9.03546142578125,-8.84224033355713,-8.10948848724365,-10.0841417312622,246432,-8.41154003143311,109440,-10.7185411453247,-9.46586513519287,-9.97913074493408,-10.1965579986572
39264,-39.3321418762207,-38.6787986755371,-9.1256275177002,-8.88911628723145,-8.31609439849854,-9.67226219177246,247488,-8.34610080718994,110112,-10.6286630630493,-10.3410406112671,-10.080394744873,-10.3069324493408
39360,-39.5611038208008,-38.8493843078613,-9.0214729309082,-8.91512298583984,-8.62126159667969,-9.71983051300049,247584,-8.66556072235107,110496,-11.0422401428223,-10.6743850708008,-10.1028671264648,-10.2316398620605
39456,-39.574275970459,-39.1601524353027,-9.00551319122315,-9.0033597946167,-8.86020088195801,-9.45064830780029,248544,-8.38661670684815,110592,-11.1335620880127,-10.5105857849121,-9.92865657806397,-10.2120151519775
39552,-39.4535598754883,-39.0014495849609,-8.97421836853027,-9.05449771881104,-8.88493251800537,-8.80247402191162,248640,-8.26644039154053,110688,-11.2327337265015,-10.3740234375,-9.75424289703369,-10.0929040908813
39648,-39.6432647705078,-38.9608459472656,-8.91688919067383,-9.06077766418457,-8.92087841033936,-8.80356407165527,248928,-8.06610488891602,111648,-11.0619974136353,-12.2627582550049,-9.7838077545166,-10.119891166687
39744,-39.5563201904297,-38.9733276367188,-8.81808567047119,-9.0869665145874,-8.80893993377686,-8.79160976409912,249600,-7.86786603927612,111840,-11.2340793609619,-12.2745513916016,-9.73514461517334,-10.6840410232544
39840,-39.6426200866699,-38.8577499389648,-8.73376178741455,-8.94114398956299,-8.80720901489258,-8.42957305908203,250272,-7.50222158432007,112128,-11.4342784881592,-12.5129737854004,-9.69023704528809,-10.5481662750244
39936,-39.6142616271973,-38.8328437805176,-8.90048503875732,-8.92837333679199,-8.81175041198731,-8.39768028259277,251520,-7.96842908859253,112704,-11.6274509429932,-11.9738082885742,-9.59717178344727,-10.342885017395
40032,-39.4585838317871,-38.8303565979004,-9.1165657043457,-9.02951526641846,-8.88903999328613,-8.53793144226074,252288,-8.56402683258057,112800,-11.5788011550903,-11.983678817749,-9.67934799194336,-10.3146228790283
40128,-39.5137977600098,-38.9110641479492,-9.49918174743652,-9.97139358520508,-9.50253486633301,-8.38309097290039,252384,-8.50359916687012,112992,-11.0985946655273,-12.0260715484619,-9.74430084228516,-10.3138437271118
40224,-39.3302268981934,-38.8505516052246,-9.40800666809082,-10.3321647644043,-9.91521167755127,-8.39252662658691,253056,-8.84951114654541,113088,-11.1830978393555,-12.0152082443237,-10.0750341415405,-10.2856941223145
40320,-39.3067779541016,-38.7080421447754,-9.44185256958008,-10.7833290100098,-10.4443788528442,-8.7836503982544,253344,-8.49514198303223,113184,-11.1526260375977,-12.2286796569824,-10.601598739624,-10.5167779922485
40416,-39.3042488098145,-38.5933494567871,-9.80186557769775,-10.8119382858276,-10.8414573669434,-8.67356014251709,253440,-8.51322555541992,113568,-11.0201358795166,-11.4393310546875,-10.5288753509521,-10.6618165969849
40512,-39.259033203125,-38.7786140441895,-10.0829305648804,-10.8919057846069,-11.824857711792,-9.11318397521973,253536,-8.46130466461182,113760,-11.0297718048096,-11.690486907959,-10.5549831390381,-10.6469583511353
40608,-39.3335838317871,-38.795524597168,-10.2058067321777,-11.3531093597412,-12.1544160842896,-9.07684516906738,253824,-8.70667743682861,113952,-10.9295959472656,-11.1473512649536,-10.6139039993286,-10.6033477783203
40704,-39.362117767334,-38.8429107666016,-10.9260520935059,-12.1935129165649,-12.9954271316528,-9.1400203704834,255648,-8.42719841003418,114240,-10.5630111694336,-11.4823656082153,-10.8948488235474,-10.9191179275513
40800,-39.4296417236328,-38.7501983642578,-11.0772228240967,-12.4718770980835,-13.4431133270264,-9.18521499633789,256416,-8.30473327636719,114336,-10.4675207138062,-11.4961318969727,-11.1459541320801,-11.0852012634277
40896,-39.3761177062988,-38.7268028259277,-11.599871635437,-12.6839056015015,-14.2717437744141,-9.6217155456543,256512,-8.25822353363037,114624,-10.6155548095703,-11.5480012893677,-11.003399848938,-11.2663478851318
40992,-39.2756233215332,-38.8845367431641,-12.2232847213745,-13.9666090011597,-14.9588575363159,-9.68069839477539,256800,-8.05522537231445,114720,-10.3400592803955,-11.5429353713989,-11.4748868942261,-11.2730131149292
41088,-39.1918296813965,-39.194709777832,-12.4372186660767,-14.2589836120605,-15.78821849823,-9.73043441772461,257472,-8.00753116607666,115008,-10.6367473602295,-11.4350757598877,-11.3459300994873,-11.1479749679565
41184,-39.3711967468262,-39.1710205078125,-12.6752376556396,-14.5018358230591,-16.2958526611328,-9.97531986236572,257760,-8.20617485046387,115776,-10.7019309997559,-12.6788969039917,-11.2387561798096,-12.1026258468628
41280,-39.2534675598145,-39.3328666687012,-12.8531293869019,-14.9778671264648,-16.9625492095947,-10.1181154251099,257952,-8.20648097991943,115872,-10.5744791030884,-12.6014919281006,-11.2075929641724,-12.315523147583
41376,-39.1521873474121,-39.3951110839844,-13.0014247894287,-15.071569442749,-17.5024890899658,-10.7756996154785,258240,-8.20903015136719,115968,-10.6480331420898,-12.5138530731201,-11.1729345321655,-12.3024587631226
41472,-38.9705467224121,-39.5069389343262,-13.2359170913696,-14.9622602462769,-18.1358165740967,-10.9526147842407,258624,-8.24840068817139,116640,-10.7887125015259,-12.2703342437744,-10.9969463348389,-12.7294569015503
41568,-38.9851264953613,-39.4496841430664,-14.5808820724487,-14.9514236450195,-19.1093883514404,-12.6409778594971,259488,-8.61104869842529,117024,-10.7806701660156,-12.7522087097168,-11.301381111145,-12.9592046737671
41664,-39.0912551879883,-39.4060020446777,-15.6821556091309,-14.997200012207,-19.6276073455811,-12.7821054458618,260064,-8.42884635925293,117504,-10.6265316009521,-12.2800264358521,-11.58522605896,-13.181321144104
41760,-38.9873695373535,-39.3238487243652,-17.2931747436523,-15.2323694229126,-19.4465789794922,-12.7415714263916,260544,-8.54148578643799,117696,-10.2475757598877,-11.5766639709473,-11.8794918060303,-14.1485147476196
41856,-38.9997406005859,-39.1244468688965,-18.0698261260986,-15.8205137252808,-19.3237590789795,-12.7845325469971,260928,-8.53381443023682,118080,-10.5812330245972,-11.5998010635376,-12.2614316940308,-14.358980178833
41952,-39.2062683105469,-39.1385269165039,-18.1116847991943,-16.0965309143066,-19.564811706543,-12.8757619857788,261120,-8.51468372344971,118368,-10.6957445144653,-11.8366432189941,-12.3837900161743,-15.2653322219849
42048,-39.2060356140137,-39.2560806274414,-18.731029510498,-16.5619029998779,-19.6272506713867,-12.8490552902222,262080,-8.58148765563965,118944,-10.7655258178711,-11.0339012145996,-12.3959465026855,-15.3222551345825
42144,-39.1268768310547,-39.2722129821777,-19.5134296417236,-16.5441875457764,-19.8302154541016,-13.1673774719238,262176,-8.66036224365234,119520,-10.8790521621704,-10.2778129577637,-12.6342897415161,-14.8604898452759
42240,-38.939826965332,-39.415958404541,-20.0897846221924,-16.7426147460938,-19.9761695861816,-13.6157274246216,262560,-8.78119373321533,119712,-10.3407907485962,-9.98677444458008,-12.7763671875,-15.1909761428833
42336,-38.9088401794434,-39.3732147216797,-20.7645854949951,-16.881893157959,-20.2244644165039,-13.6928653717041,263040,-8.92076206207275,120000,-10.5807065963745,-10.056755065918,-13.5051689147949,-15.2249727249146
42432,-38.9572982788086,-39.4794044494629,-21.87158203125,-16.9484443664551,-20.1723175048828,-13.6800336837769,263136,-8.87873649597168,120096,-10.5982456207275,-10.1587963104248,-13.6224880218506,-15.3264799118042
42528,-39.0487937927246,-39.443660736084,-21.3953762054443,-16.7672252655029,-19.8913116455078,-14.4153385162354,263232,-8.55757713317871,120192,-10.6168069839478,-10.1924457550049,-13.7461748123169,-15.877854347229
42624,-39.1030120849609,-39.2470321655273,-21.273645401001,-17.6172275543213,-19.5529842376709,-14.9009342193604,263520,-8.52056407928467,120288,-10.5598201751709,-9.96191692352295,-13.6937808990479,-16.413782119751
42720,-38.9355316162109,-39.2153472900391,-21.1782722473145,-17.0442733764648,-19.1257820129395,-14.8562545776367,264384,-8.7290678024292,120480,-10.4805135726929,-10.0149869918823,-13.9672746658325,-16.4575061798096
42816,-38.9037857055664,-39.3383369445801,-21.0497913360596,-16.7589797973633,-18.7452354431152,-15.1260461807251,264480,-8.86128520965576,120672,-10.0952167510986,-10.0952262878418,-14.7971811294556,-16.5083789825439
42912,-38.8807106018066,-39.3491859436035,-20.943058013916,-16.8100337982178,-18.1385612487793,-14.8147096633911,264576,-8.64697265625,120768,-10.1029272079468,-9.72369861602783,-14.9914808273315,-17.3374309539795
43008,-38.9473838806152,-39.3738212585449,-21.2368125915527,-16.4931831359863,-17.9607677459717,-14.9414052963257,265056,-8.68694305419922,121056,-10.0143823623657,-9.64942646026611,-15.4386873245239,-17.5539169311523
43104,-38.7202796936035,-39.4322052001953,-20.7391929626465,-15.6336069107056,-17.1700801849365,-15.358099937439,265536,-8.62449073791504,121152,-10.1028118133545,-9.6419095993042,-15.5091934204102,-17.4432201385498
43200,-38.5975456237793,-39.4463729858398,-20.5128631591797,-15.4219617843628,-17.0439319610596,-15.5750198364258,265824,-8.71924877166748,121728,-10.2301073074341,-9.91826343536377,-15.0710802078247,-17.4574241638184
43296,-38.5688705444336,-39.4019050598145,-20.4019260406494,-15.3605947494507,-16.3034820556641,-15.2244758605957,266112,-9.13345623016357,122112,-10.2547807693481,-10.27428150177,-15.2138729095459,-17.1671962738037
43392,-38.5148391723633,-39.2164268493652,-20.3756847381592,-14.2785663604736,-15.6714382171631,-15.311164855957,266304,-8.92985248565674,122592,-9.98970413208008,-10.929801940918,-14.8004169464111,-17.9620132446289
43488,-38.474494934082,-39.1885681152344,-20.5892963409424,-14.0196762084961,-14.8509492874146,-15.4115257263184,266496,-8.87463188171387,122688,-10.185510635376,-10.9232444763184,-15.7509088516235,-18.1392288208008
43584,-38.5580101013184,-39.1966133117676,-20.6877632141113,-14.0088787078857,-14.4820547103882,-15.3118925094605,266784,-8.88345527648926,122784,-10.6650323867798,-11.1736640930176,-16.0547409057617,-17.2786121368408
43680,-38.707576751709,-38.8643226623535,-21.0133380889893,-13.6036624908447,-13.8712673187256,-15.5783529281616,267456,-8.44232368469238,123168,-11.1466484069824,-12.2968854904175,-16.6686172485352,-17.0520057678223
43776,-38.9421768188477,-38.9048004150391,-21.2060852050781,-13.4636926651001,-13.468638420105,-15.8392992019653,268608,-8.64591884613037,123456,-11.8704681396484,-12.334734916687,-16.8220443725586,-17.1625862121582
43872,-39.1266632080078,-38.7630348205566,-22.1865005493164,-13.6729488372803,-12.8161716461182,-17.156551361084,268800,-8.60977745056152,123936,-11.5993413925171,-11.5441942214966,-17.325122833252,-16.960090637207
44064,-39.1541519165039,-38.9948921203613,-21.6390590667725,-13.5003852844238,-11.1747226715088,-17.189962387085,270048,-8.27946662902832,124224,-11.5709753036499,-11.8710517883301,-16.9158058166504,-17.3543491363525
44160,-38.9098205566406,-38.9835815429688,-20.2784976959229,-13.2897491455078,-11.1526489257813,-17.3496837615967,271200,-8.43616485595703,124704,-12.2531452178955,-12.1229915618896,-16.8285293579102,-16.82887840271
44256,-39.030403137207,-39.0620193481445,-19.9795169830322,-12.5649766921997,-11.2199792861938,-17.3879814147949,272160,-8.36664199829102,124800,-12.1184759140015,-12.3183317184448,-16.6169204711914,-17.1166305541992
44352,-38.8535346984863,-38.9813346862793,-20.0639724731445,-12.2952280044556,-11.099702835083,-17.6462955474854,272544,-8.5883846282959,125088,-12.0654363632202,-12.0630178451538,-16.5164756774902,-16.6163120269775
44448,-38.6417045593262,-39.0484161376953,-19.5588417053223,-11.9647159576416,-10.9756946563721,-17.7452793121338,273120,-8.38762092590332,125472,-12.1773700714111,-10.7520933151245,-16.5221462249756,-16.5678749084473
44544,-38.7092323303223,-39.0192108154297,-19.2041301727295,-12.1468486785889,-10.8548555374146,-17.5124244689941,273792,-8.3957691192627,125856,-12.1721754074097,-10.7042388916016,-16.452184677124,-16.4741039276123
44640,-38.7236785888672,-38.7094841003418,-18.8550224304199,-12.1534280776978,-10.6911001205444,-17.1216163635254,273888,-8.41186904907227,126336,-12.1592950820923,-10.8451271057129,-16.5451545715332,-16.4119186401367
44736,-38.9488067626953,-38.7557830810547,-18.3360385894775,-12.2753067016602,-10.6645975112915,-17.2253837585449,274752,-8.52549266815186,126816,-11.5376863479614,-10.3659067153931,-16.289945602417,-16.4968204498291
44832,-38.9305534362793,-38.6875228881836,-17.3595066070557,-12.3055124282837,-10.6529188156128,-17.2562522888184,274848,-8.510498046875,127008,-11.3154935836792,-10.1005640029907,-16.2449855804443,-16.8052768707275
44928,-39.012825012207,-38.7243614196777,-17.7519969940186,-11.5329341888428,-10.4295492172241,-16.3844203948975,276672,-7.92124795913696,127296,-10.7056484222412,-9.42954254150391,-16.0848541259766,-16.2247524261475
45024,-38.9978866577148,-39.0462493896484,-17.9920806884766,-10.4939365386963,-10.3152809143066,-16.0889854431152,276768,-7.77125930786133,127392,-10.6956796646118,-9.10422325134277,-15.9436798095703,-16.3950748443604
45120,-39.1055374145508,-39.0185508728027,-18.2465381622314,-10.7421722412109,-10.2501945495605,-16.1674709320068,277632,-7.66763162612915,127584,-10.7597999572754,-9.11645317077637,-15.3611192703247,-16.2000637054443
45216,-39.2302169799805,-38.9625930786133,-18.5876693725586,-10.7555112838745,-10.1339797973633,-16.0427093505859,277824,-7.75264167785645,128256,-9.19072723388672,-8.98032760620117,-14.655948638916,-16.3313331604004
45312,-39.1464576721191,-38.826099395752,-18.4861106872559,-10.602499961853,-9.71854305267334,-16.6581268310547,279552,-8.19869995117188,129216,-9.86845779418945,-9.04109382629395,-14.5293312072754,-15.7796869277954
45408,-39.009708404541,-38.9187698364258,-18.2153053283691,-10.4363460540771,-9.58928775787354,-16.6816234588623,279936,-8.42782688140869,129504,-10.0751276016235,-8.85135555267334,-14.1406307220459,-15.6802206039429
45504,-38.8919334411621,-38.844295501709,-18.0156078338623,-10.5501222610474,-9.43002033233643,-16.4132442474365,280224,-8.79839324951172,130080,-10.0509967803955,-9.37396812438965,-14.1702213287354,-15.5646543502808
45600,-38.7608489990234,-38.9894866943359,-18.0245914459229,-10.463755607605,-9.09214210510254,-16.3827610015869,280512,-8.88606357574463,130656,-11.0728025436401,-9.74527931213379,-14.8178768157959,-15.5891542434692
45696,-38.6681442260742,-39.1203422546387,-17.5624561309814,-10.4101896286011,-8.96625423431397,-16.856840133667,280800,-8.52825260162354,131040,-11.7823905944824,-9.78198337554932,-14.7238721847534,-15.7332792282105
45888,-38.8740882873535,-39.203914642334,-17.1745090484619,-10.1743221282959,-8.9104175567627,-17.0447597503662,281376,-8.96101570129395,131136,-11.7847528457642,-10.0088672637939,-15.4113721847534,-14.4348030090332
45984,-39.1123428344727,-39.2921409606934,-17.6317043304443,-9.88851165771484,-8.80283927917481,-17.5795497894287,281760,-8.88565731048584,131232,-11.723973274231,-10.4289855957031,-15.2938575744629,-14.4827880859375
46080,-39.0612182617188,-39.437931060791,-17.7176990509033,-9.89885330200195,-8.69696807861328,-17.6509838104248,281856,-8.94302940368652,131328,-11.4895296096802,-10.3900079727173,-14.6041469573975,-14.6967935562134
46176,-38.8199310302734,-39.3370666503906,-17.8963260650635,-10.0089178085327,-8.57547950744629,-17.2533493041992,283488,-8.83612823486328,131424,-11.671971321106,-10.3752460479736,-14.9459848403931,-14.7487306594849
