Wall time,Step,Value
1732933004.0682096,204768,-8.711106300354004
1732933006.2751105,204864,-8.796757698059082
1732933008.4993577,204960,-8.824152946472168
1732933017.2772336,205344,-8.84719181060791
1732933019.5836241,205440,-8.871508598327637
1732933024.085172,205632,-8.799016952514648
1732933026.1938796,205728,-8.796772003173828
1732933030.6272173,205920,-8.7789945602417
1732933032.7927237,206016,-8.874205589294434
1732933034.9333549,206112,-8.89504623413086
1732933039.4220734,206304,-8.967622756958008
1732933041.6945953,206400,-8.808732986450195
1732933045.9976442,206592,-8.767236709594727
1732933052.5709968,206880,-8.703763008117676
1732933056.957249,207072,-8.865743637084961
1732933059.1847994,207168,-8.863190650939941
1732933072.648303,207744,-8.863635063171387
1732933074.8363369,207840,-8.812600135803223
1732933077.1102548,207936,-8.771730422973633
1732933086.0216026,208320,-9.137332916259766
1732933090.4155207,208512,-9.123509407043457
1732933094.8903475,208704,-9.122194290161133
1732933103.8365335,209088,-9.933594703674316
1732933118.841197,209760,-9.92561149597168
1732933125.2024298,210048,-9.950580596923828
1732933129.4606764,210240,-10.11348819732666
1732933133.6309123,210432,-10.058703422546387
1732933135.737921,210528,-10.106682777404785
1732933144.5739295,210912,-10.091383934020996
1732933149.0772471,211104,-10.126728057861328
1732933151.23546,211200,-9.857266426086426
1732933153.4375331,211296,-9.9217529296875
1732933159.8781335,211584,-9.252767562866211
1732933168.752942,211968,-9.203984260559082
1732933170.9320624,212064,-9.413057327270508
1732933177.376776,212352,-9.877063751220703
1732933183.8633494,212640,-9.639715194702148
1732933205.8687363,213600,-9.725435256958008
1732933208.1408179,213696,-9.833464622497559
1732933214.859649,213984,-9.64321517944336
1732933216.9437366,214080,-9.532273292541504
1732933221.4515755,214272,-9.488133430480957
1732933227.8966508,214560,-9.12718391418457
1732933232.352817,214752,-8.879427909851074
1732933234.492908,214848,-8.991150856018066
1732933238.8720906,215040,-9.25707721710205
1732933241.108638,215136,-9.49500846862793
1732933243.2292821,215232,-9.64454460144043
1732933245.4563036,215328,-9.650897026062012
1732933249.8758216,215520,-9.514065742492676
1732933254.2792988,215712,-9.530632972717285
1732933256.4614763,215808,-9.143227577209473
1732933265.497093,216192,-9.217767715454102
1732933267.766624,216288,-9.233816146850586
1732933272.3602538,216480,-9.36953353881836
1732933279.048357,216768,-9.207308769226074
1732933289.9817631,217248,-9.632132530212402
1732933316.8381968,218400,-9.478306770324707
1732933325.7480602,218784,-9.43740177154541
1732933332.386341,219072,-9.800589561462402
1732933343.4642506,219552,-9.39875602722168
1732933348.0266957,219744,-9.710742950439453
1732933354.4417288,220032,-9.915227890014648
1732933367.522786,220608,-9.926262855529785
1732933369.6544027,220704,-9.818613052368164
1732933376.5100904,220896,-9.80258846282959
1732933383.884813,221184,-9.800734519958496
1732933392.0314105,221472,-9.672658920288086
1732933395.3001547,221568,-9.846152305603027
1732933398.2430434,221664,-9.979732513427734
1732933421.1472645,222528,-8.905220031738281
1732933423.2543714,222624,-8.671008110046387
1732933425.426024,222720,-8.59210205078125
1732933427.657774,222816,-8.601838111877441
1732933432.1296105,223008,-8.509342193603516
1732933436.6658068,223200,-8.778818130493164
1732933443.1545315,223488,-8.636028289794922
1732933454.4833233,223968,-8.72232437133789
1732933458.8964198,224160,-8.65025520324707
1732933461.1257796,224256,-8.686406135559082
1732933463.2871003,224352,-8.80430793762207
1732933465.518783,224448,-8.93287181854248
1732933483.3087418,225216,-9.476679801940918
1732933503.9307163,226080,-9.973345756530762
1732933514.4686303,226560,-9.748187065124512
1732933531.398279,227328,-9.526959419250488
1732933533.585639,227424,-9.458182334899902
1732933540.044163,227712,-9.176497459411621
1732933548.559799,228096,-8.750473976135254
1732933554.911168,228384,-8.68696403503418
1732933563.0304492,228768,-9.010311126708984
1732933569.3512197,229056,-9.012176513671875
1732933575.3460221,229344,-9.181992530822754
1732933577.4953387,229440,-9.039175033569336
1732933579.575213,229536,-8.785968780517578
1732933583.7910106,229728,-8.664013862609863
1732933600.4065616,230496,-8.617111206054688
1732933604.6195426,230688,-8.708483695983887
1732933608.678797,230880,-8.83796215057373
1732933612.6829984,231072,-8.847768783569336
1732933622.7631593,231552,-8.61144733428955
1732933633.3837535,232032,-8.672067642211914
1732933649.9626875,232800,-8.510910034179688
1732933651.9039829,232896,-8.512263298034668
1732933653.9232562,232992,-8.35135269165039
1732933661.9626641,233376,-8.032649993896484
1732933668.0814922,233664,-8.245949745178223
1732933674.3616104,233952,-8.22284984588623
1732933690.4713843,234720,-8.406075477600098
1732933694.5137887,234912,-8.559490203857422
1732933702.469488,235296,-8.507952690124512
1732933704.386738,235392,-8.723806381225586
1732933706.4302285,235488,-8.730301856994629
1732933708.3088284,235584,-8.711320877075195
1732933712.3243358,235776,-8.692814826965332
1732933716.4965653,235968,-8.519115447998047
1732933722.4277344,236256,-8.463889122009277
1732933734.8463507,236832,-8.145489692687988
1732933739.0920799,237024,-8.154228210449219
1732933753.7375958,237696,-8.37076187133789
1732933762.2188237,238080,-8.159812927246094
1732933766.2731194,238272,-8.21393871307373
1732933774.9322293,238656,-8.19470500946045
1732933777.049104,238752,-8.283243179321289
1732933781.1925786,238944,-8.37548828125
1732933787.6301699,239232,-8.58950424194336
1732933791.8999987,239424,-8.786296844482422
1732933798.238566,239712,-8.85677719116211
1732933802.4235497,239904,-8.693549156188965
1732933808.6606815,240192,-8.871711730957031
1732933810.8068657,240288,-8.832046508789062
1732933812.8071218,240384,-8.710853576660156
1732933834.2148135,241344,-8.693906784057617
1732933836.1807177,241440,-8.58236312866211
1732933840.240224,241632,-8.391042709350586
1732933842.195902,241728,-8.315958023071289
1732933844.2812855,241824,-8.205841064453125
1732933846.2852788,241920,-8.309109687805176
1732933852.476474,242208,-8.165985107421875
1732933854.5700436,242304,-8.030204772949219
1732933858.7165766,242496,-8.18914794921875
1732933864.8648696,242784,-8.197922706604004
1732933868.8241937,242976,-8.240391731262207
1732933873.0178385,243168,-8.159928321838379
1732933877.1358125,243360,-8.160325050354004
1732933896.9229457,244224,-8.406765937805176
1732933905.9832013,244608,-8.449468612670898
1732933910.505728,244800,-8.567310333251953
1732933915.2291298,244992,-8.668185234069824
1732933920.0006056,245184,-8.613683700561523
1732933924.7101548,245376,-8.620166778564453
1732933927.0298872,245472,-8.639488220214844
1732933933.817323,245760,-8.554459571838379
1732933947.2870626,246336,-8.412235260009766
1732933949.493204,246432,-8.180354118347168
1732933958.8306024,246816,-8.351235389709473
1732933965.5240536,247104,-8.276838302612305
1732933972.007849,247392,-8.210495948791504
1732933976.4989343,247584,-8.2191162109375
1732933978.8333097,247680,-8.32973575592041
1732933987.8876278,248064,-8.166133880615234
1732933997.2321599,248448,-8.195795059204102
1732934004.1247096,248736,-8.445756912231445
1732934006.6284137,248832,-8.462654113769531
1732934009.0551257,248928,-8.392311096191406
1732934011.427968,249024,-8.449708938598633
1732934018.1200078,249312,-8.334059715270996
1732934027.414042,249696,-8.570091247558594
1732934041.3515413,250272,-8.61501407623291
1732934043.6193218,250368,-8.500324249267578
1732934050.4713485,250656,-8.695562362670898
1732934061.9602942,251136,-8.417152404785156
1732934068.9162717,251424,-8.610106468200684
1732934071.1053252,251520,-8.511311531066895
1732934075.486684,251712,-8.578520774841309
1732934080.123587,251904,-8.306675910949707
1732934084.6297512,252096,-8.046391487121582
1732934086.7564178,252192,-8.04357624053955
1732934093.2718608,252480,-8.042462348937988
1732934095.407272,252576,-8.093725204467773
1732934099.751015,252768,-8.080731391906738
1732934106.822576,253056,-8.203357696533203
1732934109.1570199,253152,-8.168988227844238
1732934113.8036401,253344,-8.405393600463867
1732934127.5547755,253920,-8.484015464782715
1732934134.5024056,254208,-8.539865493774414
1732934141.7222602,254496,-8.812673568725586
1732934144.1287022,254592,-8.786632537841797
1732934153.183808,254976,-8.655086517333984
1732934167.025092,255552,-8.515183448791504
1732934197.268636,256800,-8.101829528808594
1732934206.438897,257184,-8.014081954956055
1732934210.7695398,257376,-8.130694389343262
1732934222.2263284,257856,-8.037104606628418
1732934229.0183377,258144,-8.211532592773438
1732934233.480589,258336,-8.156637191772461
1732934242.7284997,258720,-8.001172065734863
1732934254.1492853,259200,-8.329547882080078
1732934263.236662,259584,-8.18228816986084
1732934272.285618,259968,-7.768767356872559
1732934279.0125697,260256,-7.6839213371276855
1732934297.9981837,261120,-9.058633804321289
1732934311.720463,261696,-8.77514934539795
1732934333.4453275,262656,-9.63962459564209
1732934335.4618773,262752,-9.49759578704834
1732934337.5484657,262848,-9.395130157470703
1732934343.772281,263136,-8.495000839233398
1732934345.9941344,263232,-8.579896926879883
1732934357.2786684,263712,-8.551698684692383
1732934361.724333,263904,-8.596481323242188
1732934370.7365038,264288,-8.56134033203125
1732934373.1437945,264384,-8.57829475402832
1732934375.4354944,264480,-8.516565322875977
1732934377.6427712,264576,-8.514174461364746
1732934380.012882,264672,-8.50540828704834
1732934382.3795009,264768,-8.349845886230469
1732934384.7562847,264864,-8.304237365722656
1732934402.6089954,265632,-8.069625854492188
1732934408.860363,265920,-7.969577789306641
1732934422.2696342,266496,-8.05239200592041
1732934452.181664,267840,-8.304410934448242
1732934454.3792853,267936,-8.301668167114258
1732934456.6282082,268032,-8.29415512084961
1732934471.7422297,268704,-8.089580535888672
1732934482.2347465,269184,-8.12717342376709
1732934488.593523,269472,-8.034335136413574
1732934493.1062365,269664,-7.950376987457275
1732934495.3778532,269760,-7.998212814331055
1732934497.6634777,269856,-7.8334245681762695
1732934499.9018457,269952,-7.802180290222168
1732934507.9257133,270336,-8.32341194152832
1732934525.4966614,271104,-8.460901260375977
1732934527.7114048,271200,-8.460537910461426
1732934534.335169,271488,-8.602578163146973
1732934538.6585412,271680,-8.605696678161621
1732934540.9084654,271776,-8.635186195373535
1732934544.9881806,271968,-8.709524154663086
1732934569.2542856,273120,-8.923446655273438
1732934573.301179,273312,-9.083858489990234
1732934579.434308,273600,-9.047378540039062
1732934583.8352413,273792,-8.916913032531738
1732934594.5740128,274272,-8.793560028076172
1732934601.3041089,274560,-8.619211196899414
1732934608.206208,274848,-8.58933162689209
1732934627.9234006,275712,-7.966659069061279
1732934630.025189,275808,-7.900071144104004
1732934642.4161794,276384,-7.762116432189941
1732934646.544199,276576,-7.837486743927002
1732934648.3269281,276672,-7.889010906219482
1732934660.840765,277248,-8.002236366271973
1732934667.0314808,277536,-8.023756980895996
1732934669.1796606,277632,-8.213916778564453
1732934679.4197643,278112,-8.524663925170898
1732934683.6154957,278304,-8.639961242675781
1732934688.0654545,278496,-8.587163925170898
1732934694.590389,278784,-8.651717185974121
1732934696.7479365,278880,-8.558403015136719
1732934698.9780126,278976,-8.564866065979004
1732934713.9278193,279648,-8.556397438049316
1732934724.530827,280128,-8.471641540527344
1732934728.8316832,280320,-8.535191535949707
1732934731.163888,280416,-8.58200454711914
1732934733.4003603,280512,-8.59537124633789
1732934741.8953245,280896,-8.96730899810791
1732934743.954672,280992,-8.936540603637695
1732934756.9441836,281568,-8.917536735534668
1732934766.0554295,281952,-8.778667449951172
1732934772.712265,282240,-8.687260627746582
1732934774.9586232,282336,-8.45494270324707
1732934779.3477747,282528,-8.304842948913574
1732934794.0413513,283200,-8.242250442504883
1732934796.150676,283296,-8.11400032043457
1732934806.6755936,283776,-8.093615531921387
1732934832.3370826,284928,-8.962838172912598
1732934843.2237675,285408,-8.815824508666992
1732934847.6718278,285600,-8.846979141235352
1732934849.9064376,285696,-8.810525894165039
1732934856.0080144,285984,-8.552985191345215
1732934857.9675577,286080,-8.46367359161377
1732934877.0468037,286944,-8.300561904907227
1732934889.487396,287520,-7.644221782684326
1732934897.829091,287904,-7.71713399887085
1732934908.5151505,288384,-8.234365463256836
1732934912.6078758,288576,-8.241728782653809
1732934916.9461823,288768,-8.16477108001709
1732934921.1965997,288960,-8.66438102722168
1732934925.4410312,289152,-8.75222396850586
1732934931.9619067,289440,-8.98975658416748
1732934933.987805,289536,-8.969786643981934
1732934936.1839666,289632,-9.112373352050781
1732934942.837707,289920,-9.10697078704834
1732934945.1087823,290016,-9.09335994720459
1732934947.325065,290112,-9.07593059539795
1732934949.51172,290208,-9.055304527282715
1732934955.8649492,290496,-8.846990585327148
1732934958.0669055,290592,-8.739876747131348
1732934960.3145466,290688,-8.62173843383789
1732934966.955133,290976,-8.411171913146973
1732934969.0156806,291072,-8.412919998168945
1732934973.474226,291264,-8.21566104888916
1732934975.7753372,291360,-8.071130752563477
1732934984.7963445,291744,-8.100341796875
1732934989.1056602,291936,-8.023554801940918
1732934991.117553,292032,-7.870971202850342
1732934993.1494138,292128,-7.839466094970703
1732935001.6478736,292512,-8.082744598388672
1732935006.050927,292704,-7.9012041091918945
1732935010.373577,292896,-8.04987907409668
1732935016.8508246,293184,-8.058306694030762
1732935036.404665,294048,-7.986412525177002
1732935042.3012462,294336,-7.951409339904785
1732935046.2908938,294528,-7.790600776672363
1732935050.3409052,294720,-7.931042194366455
1732935054.5659144,294912,-7.819569110870361
1732935058.7971392,295104,-7.926900386810303
1732935065.6174002,295392,-7.956021308898926
1732935078.9540198,295968,-8.310515403747559
1732935087.740838,296352,-8.658658027648926
1732935091.8476636,296544,-8.736424446105957
1732935098.5195668,296832,-9.050326347351074
1732935107.593747,297216,-9.065104484558105
1732935116.424939,297600,-9.264955520629883
1732935125.3129947,297984,-9.2393159866333
1732935134.3108113,298368,-9.18608570098877
1732935147.5350697,298944,-8.853870391845703
1732935154.4014907,299232,-8.723272323608398
1732935163.051291,299616,-8.95263385772705
1732935167.5106697,299808,-8.98790454864502
1732935171.926137,300000,-8.709580421447754
